DB Class Key,Common Organism Name,NCBI Taxon ID,Symbol,EntrezGene ID,Mouse MGI ID,HGNC ID,OMIM Gene ID,Genetic Location,"Genomic Coordinates (mouse: , human: )",Nucleotide RefSeq IDs,Protein RefSeq IDs,SWISS_PROT IDs
41946996,"mouse, laboratory",10090,Nmnat1,66454,MGI:1913704,,,Chr4 79.47 cM,Chr4:149552029-149569659(-),"NM_133435,NM_001356357","NP_597679,NP_001343286",Q9EPA7
41946996,human,9606,NMNAT1,64802,,HGNC:17877,OMIM:608700,Chr1 p36.22,Chr1:9942923-9996739(+),"NM_001297779,NM_022787,NM_001297778","XP_016857596,NP_001284707,NP_001284708,NP_073624,XP_011540273,XP_016857597,XP_047284032,XP_047284033,XP_047284036,XP_047284038",Q9HAN9
41946997,"mouse, laboratory",10090,Ing2,69260,MGI:1916510,,,Chr8 26.87 cM,Chr8:48120213-48128591(-),"XM_036154269,XM_036154268,NM_023503","XP_036010161,NP_075992,XP_036010162",Q9ESK4
41946997,human,9606,ING2,3622,,HGNC:6063,OMIM:604215,Chr4 q35.1,Chr4:183505050-183512428(+),"NM_001564,NM_001291959","NP_001278888,XP_011530229,NP_001555",Q9H160
41946998,"mouse, laboratory",10090,Slc13a3,114644,MGI:2149635,,,Chr2 85.54 cM,Chr2:165247215-165315117(-),NM_054055,NP_473396,Q91Y63
41946998,human,9606,SLC13A3,64849,,HGNC:14430,OMIM:606411,Chr20 q13.12,Chr20:46557823-46684485(-),"NM_001011554,NM_022829,NM_001193342,NM_001193340,NM_001193339","NP_001180268,NP_001180271,NP_073740,NP_001011554,NP_001180269",Q8WWT9
41946999,"mouse, laboratory",10090,Trim72,434246,MGI:3612190,,,Chr7 69.89 cM,Chr7:127603121-127610205(+),"XM_006508003,NM_001079932,XM_006508002","XP_006508065,XP_006508066,NP_001073401",Q1XH17
41946999,human,9606,TRIM72,493829,,HGNC:32671,OMIM:613288,Chr16 p11.2,Chr16:31214021-31225656(+),NM_001008274,NP_001008275,Q6ZMU5
41947000,"mouse, laboratory",10090,Kat8,67773,MGI:1915023,,,Chr7 69.83 cM,Chr7:127511689-127525010(+),"NM_001360699,NM_026370","NP_001347628,NP_080646",Q9D1P2
41947000,human,9606,KAT8,84148,,HGNC:17933,OMIM:609912,Chr16 p11.2,Chr16:31117664-31131393(+),"NM_182958,NM_032188","XP_011544273,NP_115564,NP_892003,XP_011544272,XP_047290714",Q9H7Z6
41947001,"mouse, laboratory",10090,Glrx3,30926,MGI:1353653,,,Chr7 82.32 cM,Chr7:137039343-137070323(+),"NM_023140,NM_001348093","NP_001335022,NP_075629",Q9CQM9
41947001,human,9606,GLRX3,10539,,HGNC:15987,OMIM:612754,Chr10 q26.3,Chr10:130136375-130182877(+),"NM_006541,NM_001199868,NM_001321980","NP_001308909,NP_006532,NP_001186797",O76003
41947002,"mouse, laboratory",10090,Myh14,71960,MGI:1919210,,,Chr7 28.85 cM,Chr7:44255227-44320267(-),"NM_001271538,XM_017312313,XM_036153446,XM_030242996,XM_011250903,XM_036153445,XM_036153444,XM_036153443,NM_028021,NM_001271540","NP_082297,XP_017167802,XP_036009336,XP_036009339,XP_030098856,XP_036009338,NP_001258469,NP_001258467,XP_011249205,XP_036009337",Q6URW6
41947002,human,9606,MYH14,79784,,HGNC:23212,OMIM:608568,Chr19 q13.33,Chr19:50188186-50310544(+),"NM_001077186,NM_024729,NM_001145809","NP_079005,NP_001070654,NP_001139281",Q7Z406
41947003,"mouse, laboratory",10090,Manf,74840,MGI:1922090,,,Chr9 57.98 cM,Chr9:106765952-106769137(-),NM_029103,NP_083379,Q9CXI5
41947003,human,9606,MANF,7873,,HGNC:15461,OMIM:601916,Chr3 p21.2,Chr3:51385237-51389397(+),NM_006010,NP_006001,P55145
41947004,"mouse, laboratory",10090,Ddt,13202,MGI:1298381,,,Chr10 38.58 cM,Chr10:75607067-75609208(-),NM_010027,NP_034157,O35215
41947004,human,9606,DDT,1652,,HGNC:2732,OMIM:602750,Chr22 q11.23,Chr22:23971365-23979828(-),"NM_001355,NM_001084392,NM_001397485,NM_001381852","NP_001077861,NP_001346,NP_001368781,NP_001384414",P30046
41947004,human,9606,DDTL,100037417,,HGNC:33446,,Chr22 q11.23,Chr22:23966221-23972559(+),NM_001084393,"NP_001077862,XP_011528118",A6NHG4
41947005,"mouse, laboratory",10090,Sptlc1,268656,MGI:1099431,,,Chr13 27.68 cM,Chr13:53486784-53531433(-),"XM_006516927,NM_009269","NP_033295,XP_006516990",O35704
41947005,human,9606,SPTLC1,10558,,HGNC:11277,OMIM:605712,Chr9 q22.31,Chr9:92031134-92115474(-),"NM_001368273,NM_001281303,NM_001368272,NM_178324,NM_006415","NP_001268232,XP_047278595,XP_047278594,XP_024303147,XP_024303146,NP_847894,NP_006406,NP_001355202,NP_001355201",O15269
41947006,"mouse, laboratory",10090,Rxylt1,216395,MGI:2384919,,,Chr10 70.25 cM,Chr10:121916844-121933271(-),"NM_153059,XM_030245043,XM_006513556,NM_001364706,XM_017313911","XP_017169400,XP_030100903,NP_001351635,XP_006513619,NP_694699",Q8VDX6
41947006,human,9606,RXYLT1,10329,,HGNC:13530,OMIM:605862,Chr12 q14.2,Chr12:63779803-63809558(+),"NM_014254,NM_001278237","XP_047284035,XP_047284034,NP_001265166,NP_055069",Q9Y2B1
41947007,"mouse, laboratory",10090,Ppp1cc,19047,MGI:104872,,,Chr5 62.2 cM,Chr5:122296341-122313336(+),"NM_013636,XM_006530200,XM_036164896","NP_038664,XP_006530263,XP_036020789",P63087
41947007,human,9606,PPP1CC,5501,,HGNC:9283,OMIM:176914,Chr12 q24.11,Chr12:110708369-110742978(-),"NM_001244974,NM_002710,NM_001244974,NM_002710","XP_011536806,XP_011536807,NP_001231903,NP_002701,XP_011536806,XP_011536807,NP_001231903,NP_002701","P36873,P36873"
41947008,"mouse, laboratory",10090,Coro7,78885,MGI:1926135,,,Chr16 2.45 cM,Chr16:4444748-4497584(-),NM_030205,NP_084481,Q9D2V7
41947008,human,9606,CORO7,79585,,HGNC:26161,OMIM:611668,Chr16 p13.3,Chr16:4354542-4416961(-),"NM_001351729,NM_001201473,NM_024535,NM_001201472","NP_001188401,NP_001188402,NP_001338658,NP_078811",P57737
41947008,human,9606,CORO7-PAM16,100529144,,HGNC:44424,,Chr16 p13.3,Chr16:4340251-4416961(-),NM_001201479,NP_001188408,
41947009,"mouse, laboratory",10090,Fah,14085,MGI:95482,,,Chr7 48.36 cM,Chr7:84234367-84255150(-),NM_010176,NP_034306,P35505
41947009,human,9606,FAH,2184,,HGNC:3579,OMIM:613871,Chr15 q25.1,Chr15:80152891-80186582(+),"NM_001374380,NM_000137,NM_001374377","NP_000128,NP_001361306,NP_001361309",P16930
41947010,"mouse, laboratory",10090,Mpv17l2,234384,MGI:2681846,,,Chr8 34.15 cM,Chr8:71211295-71213589(-),"NM_183170,XM_011242299","NP_898993,XP_011240601",Q8VIK2
41947010,human,9606,MPV17L2,84769,,HGNC:28177,OMIM:616133,Chr19 p13.11,Chr19:18193230-18196742(+),NM_032683,NP_116072,Q567V2
41947011,"mouse, laboratory",10090,Kcnab1,16497,MGI:109155,,,Chr3 30.15 cM,Chr3:64856633-65285646(+),"NM_001357358,NM_001403872,NM_010597,NM_001289450,XM_006501057","XP_006501120,NP_034727,NP_001390801,NP_001276379,NP_001344287",P63143
41947011,human,9606,KCNAB1,7881,,HGNC:6228,OMIM:601141,Chr3 q25.31,Chr3:156118211-156540603(+),"NM_003471,NM_001308217,NM_001308222,NM_172159,NM_172160","NP_751892,XP_016862663,XP_016862662,XP_016862660,XP_011511419,XP_011511418,XP_011511417,NP_751891,NP_003462,NP_001295151,NP_001295146",Q14722
41947012,"mouse, laboratory",10090,Pla2g4c,232889,MGI:1196403,,,Chr7 7.84 cM,Chr7:13058580-13094597(+),"NM_001168504,XM_036152944,XM_006539805,XM_149881","NP_001161976,NP_001004762,XP_006539868,XP_036008837",Q64GA5
41947012,human,9606,PLA2G4C,8605,,HGNC:9037,OMIM:603602,Chr19 q13.33,Chr19:48047843-48111445(-),"NM_001159323,NM_003706,NM_001159322","NP_001152795,NP_003697,XP_011525733,XP_011525734,XP_016882903,XP_047295540,NP_001152794,XP_047295541",Q9UP65
41947013,"mouse, laboratory",10090,Arl2,56327,MGI:1928393,,,Chr19 4.34 cM,Chr19:6184419-6191167(-),NM_019722,NP_062696,Q9D0J4
41947013,human,9606,ARL2,402,,HGNC:693,OMIM:601175,Chr11 q13.1,Chr11:65014113-65022185(+),"NM_001199745,NM_001667","NP_001658,NP_001186674",P36404
41947014,"mouse, laboratory",10090,Sec24c,218811,MGI:1919746,,,Chr14 11.53 cM,Chr14:20724376-20744920(+),"XM_006518817,XM_036158552,XM_006518813,XM_030247743,XM_036158551,XM_030247744,XM_030247745,NM_172596,NM_001168273,XM_006518816,XM_006518815,XM_006518818,XM_036158550","XP_030103603,XP_006518876,XP_006518878,XP_006518879,XP_030103605,NP_766184,XP_036014444,XP_036014443,XP_006518881,XP_030103604,NP_001161745,XP_006518880,XP_036014445",
41947014,human,9606,SEC24C,9632,,HGNC:10705,OMIM:607185,Chr10 q22.2,Chr10:73744164-73772175(+),"NM_004922,NM_198597","XP_047281988,XP_047281989,XP_047281991,XP_047281990,NP_004913,NP_940999,XP_011538682,XP_011538683,XP_047281987",P53992
41947015,"mouse, laboratory",10090,Eif3l,223691,MGI:2386251,,,Chr15 37.7 cM,Chr15:78959423-78978600(+),NM_145139,NP_660121,Q8QZY1
41947015,human,9606,EIF3L,51386,,HGNC:18138,OMIM:619197,Chr22 q13.1,Chr22:37848774-37888782(+),"NM_001242923,NM_001363785,NM_016091","XP_047297345,NP_001229852,NP_001350714,NP_057175,XP_047297346,XP_006724323",Q9Y262
41947016,"mouse, laboratory",10090,Ulk4,209012,MGI:1921622,,,Chr9 72.19 cM,Chr9:120793520-121115225(-),"XM_006512023,NM_177589,XM_006512026,XM_006512025,XM_017313263,XM_030244183,XM_006512024,XM_030244182,XM_011242952","XP_006512089,NP_808257,XP_006512086,XP_030100043,XP_011241254,XP_017168752,XP_006512087,XP_006512088,XP_030100042",Q3V129
41947016,human,9606,ULK4,54986,,HGNC:15784,OMIM:617010,Chr3 p22.1,Chr3:41246599-41963020(-),"NM_017886,NM_001322501,NM_001322500","XP_047304373,NP_001309429,NP_001309430,NP_060356,XP_024309380",Q96C45
41947017,"mouse, laboratory",10090,Pop4,66161,MGI:1913411,,,Chr7 25.36 cM,Chr7:37962236-37970818(-),"XM_006540287,NM_025390","NP_079666,XP_006540350",Q9CR08
41947017,human,9606,POP4,10775,,HGNC:30081,OMIM:606114,Chr19 q12,Chr19:29606263-29617255(+),NM_006627,NP_006618,O95707
41947018,"mouse, laboratory",10090,Tat,234724,MGI:98487,,,Chr8 57.38 cM,Chr8:110717069-110726435(+),"NM_146214,XM_030243506","XP_030099366,NP_666326",Q8QZR1
41947018,human,9606,TAT,6898,,HGNC:11573,OMIM:613018,Chr16 q22.2,Chr16:71566851-71577095(-),NM_000353,NP_000344,P17735
41947019,"mouse, laboratory",10090,Dnaja3,83945,MGI:1933786,,,Chr16 2.46 cM,Chr16:4501934-4525559(+),"NM_023646,NM_001135112","NP_076135,NP_001128584",Q99M87
41947019,human,9606,DNAJA3,9093,,HGNC:11808,OMIM:608382,Chr16 p13.3,Chr16:4425805-4456775(+),"NM_001135110,NM_001286516,NM_005147","XP_047290831,NP_005138,NP_001273445,NP_001128582",Q96EY1
41947020,"mouse, laboratory",10090,Serbp1,66870,MGI:1914120,,,Chr6 30.8 cM,Chr6:67243963-67266286(+),"NM_001113565,NM_001113566,NM_025814,NM_001113564","NP_080090,NP_001107036,NP_001107038,NP_001107037",Q9CY58
41947020,human,9606,SERBP1,26135,,HGNC:17860,OMIM:607378,Chr1 p31.3,Chr1:67407810-67430440(-),"NM_015640,NM_001018069,NM_001018068,NM_001018067","NP_001018077,NP_001018078,NP_001018079,NP_056455",Q8NC51
41947021,"mouse, laboratory",10090,Metap1,75624,MGI:1922874,,,Chr3 64.27 cM,Chr3:138164721-138195143(-),NM_175224,NP_780433,Q8BP48
41947021,human,9606,METAP1,23173,,HGNC:15789,OMIM:610151,Chr4 q23,Chr4:98995637-99062809(+),NM_015143,"XP_047305839,XP_024309719,XP_024309715,XP_016863406,XP_024309714,XP_016863405,XP_016863403,XP_011530081,XP_011530080,XP_011530079,NP_055958,XP_047305843,XP_047305842,XP_047305841,XP_047305840",P53582
41947022,"mouse, laboratory",10090,Eaf1,74427,MGI:1921677,,,Chr14 19.14 cM,Chr14:31217036-31231815(+),NM_028932,NP_083208,Q9D4C5
41947022,human,9606,EAF1,85403,,HGNC:20907,OMIM:608315,Chr3 p25.1,Chr3:15427557-15442613(+),NM_033083,"XP_011532468,XP_011532467,NP_149074",Q96JC9
41947023,"mouse, laboratory",10090,Zbtb46,72147,MGI:1919397,,,Chr2 103.63 cM,Chr2:181029555-181101219(-),"NM_028125,NM_027656,XM_006500712,XM_006500714,XM_006500713,XM_006500715","XP_006500777,NP_082401,NP_081932,XP_006500775,XP_006500776,XP_006500778",Q8BID6
41947023,human,9606,ZBTB46,140685,,HGNC:16094,OMIM:614639,Chr20 q13.33,Chr20:63743668-63832332(-),"NM_001369741,NM_025224","NP_079500,NP_001356670,XP_005260252,XP_005260254,XP_005260255,XP_006723763,XP_011526850,XP_011526851,XP_016883156,XP_047295857",Q86UZ6
41947024,"mouse, laboratory",10090,Akr1c19,432720,MGI:2653678,,,Chr13 2.36 cM,Chr13:4283499-4298360(+),NM_001013785,NP_001013807,
41947024,human,9606,AKR1C4,1109,,HGNC:387,OMIM:600451,Chr10 p15.1,Chr10:5196835-5218947(+),"NM_001818,NM_001818,NM_001818,NM_001818,NM_001818,NM_001818,NM_001818","NP_001809,NP_001809,NP_001809,NP_001809,NP_001809,NP_001809,NP_001809","P17516,P17516,P17516,P17516,P17516,P17516,P17516"
41947025,"mouse, laboratory",10090,Cib2,56506,MGI:1929293,,,Chr9 29.7 cM,Chr9:54452078-54467502(-),"NM_019686,XM_036155148,XM_036155147","NP_062660,XP_036011040,XP_036011041",Q9Z309
41947025,human,9606,CIB2,10518,,HGNC:24579,OMIM:605564,Chr15 q25.1,Chr15:78104606-78131976(-),"NM_001271889,NM_006383,NM_001271888,NM_001301224","XP_011519463,NP_001258817,XP_047288066,NP_001258818,NP_001288153,NP_006374,XP_005254183",O75838
41947026,"mouse, laboratory",10090,Mif4gd,69674,MGI:1916924,,,Chr11 80.9 cM,Chr11:115498744-115503795(-),"NM_001243584,NM_001243586,XM_011249229,XM_036156963,NM_001243587,NM_027162,XM_036156962","NP_001230515,NP_001230516,NP_001230513,NP_081438,XP_036012856,XP_036012855,XP_011247531",Q3UBZ5
41947026,human,9606,MIF4GD,57409,,HGNC:24030,OMIM:612072,Chr17 q25.1,Chr17:75266228-75271292(-),"NM_001242501,NM_001242498,NM_001242500,NM_001363806,NM_001365751,NM_001365752,NM_001365753,NM_001365754,NM_001365755,NM_001370592,NM_001411093,NM_020679","XP_047292402,NP_001229427,NP_001229429,NP_001229430,NP_001350735,NP_001352680,NP_001352681,NP_001352682,NP_001352683,NP_001352684,NP_001357521,NP_001398022,NP_065730,XP_011523354,XP_011523356,XP_011523357,XP_047292397,XP_047292398,XP_047292399,XP_047292400,XP_047292401,XP_047292403,XP_047292404,XP_047292405,XP_047292406,XP_047292407,XP_047292408,XP_047292409,XP_047292410,XP_047292411,XP_047292412,XP_047292413,XP_047292414",A9UHW6
41947027,"mouse, laboratory",10090,Plekhf1,72287,MGI:1919537,,,Chr7 25.36 cM,Chr7:37920078-37927418(-),"XM_036153455,NM_024413","XP_036009348,NP_077724",Q3TB82
41947027,human,9606,PLEKHF1,79156,,HGNC:20764,OMIM:615200,Chr19 q12,Chr19:29665420-29675477(+),NM_024310,"NP_077286,XP_005259313,XP_011525611",Q96S99
41947028,"mouse, laboratory",10090,Trnau1ap,71787,MGI:1919037,,,Chr4 65.16 cM,Chr4:132039074-132056849(-),"XM_017320388,XM_006539180,XM_011250332,NM_027925,XM_030253782,XM_011250334,XM_030253783,XM_030253784","XP_030109644,XP_011248634,XP_030109643,XP_030109642,XP_006539243,NP_082201,XP_017175877,XP_011248636",Q80VC6
41947028,human,9606,TRNAU1AP,54952,,HGNC:30813,OMIM:619597,Chr1 p35.3,Chr1:28553017-28578545(+),NM_017846,NP_060316,Q9NX07
41947029,"mouse, laboratory",10090,Tm9sf2,68059,MGI:1915309,,,Chr14 65.86 cM,Chr14:122344450-122397016(+),"XM_036158835,NM_080556","XP_036014728,NP_542123",P58021
41947029,human,9606,TM9SF2,9375,,HGNC:11865,OMIM:604678,Chr13 q32.3,Chr13:99501374-99564048(+),NM_004800,NP_004791,Q99805
41947030,"mouse, laboratory",10090,Naa11,97243,MGI:2141314,,,Chr5 47.62 cM,Chr5:97530068-97540189(-),NM_001033191,NP_001028363,Q3UX61
41947030,human,9606,NAA11,84779,,HGNC:28125,OMIM:619432,Chr4 q21.21,Chr4:79155237-79326058(-),"NM_032693,NM_032693","XP_016864266,NP_116082,XP_016864268,XP_016864267,XP_016864266,NP_116082,XP_016864268,XP_016864267","Q9BSU3,Q9BSU3"
41947031,"mouse, laboratory",10090,Naa10,56292,MGI:1915255,,,ChrX 37.49 cM,ChrX:72960479-72965550(-),"XM_036162038,NM_019870,XM_036162039,NM_001310538,XM_036162037,NM_001177965","NP_001297467,XP_036017932,XP_036017930,NP_001171436,XP_036017931,NP_063923",Q9QY36
41947031,human,9606,NAA10,8260,,HGNC:18704,OMIM:300013,ChrX q28,ChrX:153929827-153935154(-),"NM_003491,NM_001256119,NM_001256120","NP_001243048,NP_001243049,NP_003482",P41227
41947032,"mouse, laboratory",10090,Naa12,117903916,MGI:3833940,,,Chr18 53.34 cM,Chr18:80250041-80255949(+),NM_001384178,NP_001371107,
41947032,human,9606,NAA11,84779,,HGNC:28125,OMIM:619432,Chr4 q21.21,Chr4:79155237-79326058(-),"NM_032693,NM_032693","XP_016864266,NP_116082,XP_016864268,XP_016864267,XP_016864266,NP_116082,XP_016864268,XP_016864267","Q9BSU3,Q9BSU3"
41947033,"mouse, laboratory",10090,Tpm2,22004,MGI:98810,,,Chr4 23.05 cM,Chr4:43514711-43523765(-),"NM_009416,XM_006537780,NM_001277875,NM_001277876","NP_001264805,XP_006537843,NP_001264804,NP_033442",P58774
41947033,human,9606,TPM2,7169,,HGNC:12011,OMIM:190990,Chr9 p13.3,Chr9:35681993-35690056(-),"NM_001145822,NM_001301226,NM_001301227,NM_003289,NM_213674","NP_001288155,NP_001288156,NP_003280,NP_998839,XP_016870577,XP_047279783",P07951
41947034,"mouse, laboratory",10090,Sec13,110379,MGI:99832,,,Chr6 52.84 cM,Chr6:113705013-113717642(-),NM_024206,NP_077168,Q9D1M0
41947034,human,9606,SEC13,6396,,HGNC:10697,OMIM:600152,Chr3 p25.3,Chr3:10300929-10321188(-),"NM_030673,NM_001278946,NM_001136232,NM_001136026,NM_183352","XP_047304649,XP_047304650,XP_047304651,XP_047304652,NP_001129498,XP_016862509,XP_047304643,XP_047304647,XP_047304646,NP_001129704,NP_001265875,XP_016862510,XP_047304654,XP_047304653,XP_047304644,NP_109598,NP_899195,XP_047304645,XP_047304648",P55735
41947035,"mouse, laboratory",10090,Rpp21,67676,MGI:1914926,,,Chr17 19.01 cM,Chr17:36566565-36568738(-),NM_026308,NP_080584,Q8R040
41947035,human,9606,RPP21,79897,,HGNC:21300,OMIM:612524,Chr6 p22.1,Chr6:30345129-30346858(+),"NM_001199121,NM_024839,NM_001199120","NP_001186050,NP_001186049,NP_079115",Q9H633
41947036,"mouse, laboratory",10090,Tbc1d23,67581,MGI:1914831,,,Chr16 34.22 cM,Chr16:56989225-57051867(-),"XM_036160100,XM_036160097,XM_030249251,XM_036160098,XM_006522485,NM_001358433,NM_001358434,XM_030249253,NM_026254,XM_030249250,XM_036160099,XM_030249252","XP_036015993,XP_030105113,XP_036015992,XP_030105110,XP_036015990,XP_030105111,XP_030105112,XP_006522548,NP_001345363,NP_080530,NP_001345362,XP_036015991",Q8K0F1
41947036,human,9606,TBC1D23,55773,,HGNC:25622,OMIM:617687,Chr3 q12.1-q12.2,Chr3:100260817-100325252(+),"NM_018309,NM_001199198","NP_001186127,NP_060779,XP_016862330,XP_047304518",Q9NUY8
41947037,"mouse, laboratory",10090,Errfi1,74155,MGI:1921405,,,Chr4 81.5 cM,Chr4:150938376-150953349(+),"NM_001356323,NM_133753","NP_001343252,NP_598514",Q99JZ7
41947037,human,9606,ERRFI1,54206,,HGNC:18185,OMIM:608069,Chr1 p36.23,Chr1:8011719-8026333(-),NM_018948,"NP_061821,XP_005263534,XP_047278654,XP_047278657",Q9UJM3
41947038,"mouse, laboratory",10090,Ddx23,74351,MGI:1921601,,,Chr15 54.65 cM,Chr15:98543015-98560775(-),"NM_001080981,XM_006521493","NP_001074450,XP_006521556",
41947038,human,9606,DDX23,9416,,HGNC:17347,OMIM:612172,Chr12 q13.12,Chr12:48829756-48852174(-),NM_004818,NP_004809,Q9BUQ8
41947039,"mouse, laboratory",10090,Cd83,12522,MGI:1328316,,,Chr13 21.6 cM,Chr13:43938588-43956609(+),"NM_009856,NM_001289915","NP_001276844,NP_033986",O88324
41947039,human,9606,CD83,9308,,HGNC:1703,OMIM:604534,Chr6 p23,Chr6:14117256-14136918(+),"NM_001040280,NM_004233,NM_001251901","NP_004224,NP_001238830,NP_001035370",Q01151
41947040,"mouse, laboratory",10090,Tmtc1,387314,MGI:3039590,,,Chr6 78.49 cM,Chr6:148133928-148345887(-),"XM_011241618,NM_001347518,XM_011241620,XM_036166271,XM_036166273,XM_017321670,NM_198967,XM_036166272,XM_036166270,XM_006507072","XP_006507135,XP_036022163,XP_036022166,NP_001334447,NP_945318,XP_036022164,XP_011239920,XP_036022165,XP_017177159,XP_011239922",Q3UV71
41947040,human,9606,TMTC1,83857,,HGNC:24099,OMIM:615855,Chr12 p11.22,Chr12:29500813-29784759(-),"NM_001193451,NM_001367875,NM_031920,NM_175861","XP_047285592,NP_001180380,NP_001354804,NP_787057,XP_016875492,XP_016875493,XP_016875494,XP_016875495,XP_016875496,XP_047285590",Q8IUR5
41947041,"mouse, laboratory",10090,Hnrnpd,11991,MGI:101947,,,Chr5 48.46 cM,Chr5:100103794-100126797(-),"XM_006534735,XM_036164756,XM_036164753,XM_036164754,XM_036164755,NM_001077267,NM_007516,NM_001077266,NM_001077265","NP_001070735,NP_001070733,XP_036020649,XP_036020648,NP_001070734,NP_031542,XP_036020646,XP_006534798,XP_036020647",Q60668
41947041,human,9606,HNRNPD,3184,,HGNC:5036,OMIM:601324,Chr4 q21.22,Chr4:82353314-82373996(-),"NM_002138,NM_031369,NM_031370,NM_001003810","NP_002129,NP_001003810,NP_112738,NP_112737",Q14103
41947042,"mouse, laboratory",10090,Mrrf,67871,MGI:1915121,,,Chr2 24.19 cM,Chr2:36026401-36080659(+),"NM_026422,XM_030251998,XM_017319228","XP_017174717,XP_030107858,NP_080698",Q9D6S7
41947042,human,9606,MRRF,92399,,HGNC:7234,OMIM:604602,Chr9 q33.2,Chr9:122264603-122323464(+),"NM_001346343,NM_199177,NM_001346345,NM_001346347,NM_138777,NM_199176,NM_001173512,NM_001346339,NM_001346341","XP_047280024,NP_001166983,NP_001333268,NP_001333270,NP_001333272,NP_954646,NP_001333274,XP_011517485,XP_011517487,XP_047280023,NP_001333276,NP_620132",Q96E11
41947043,"mouse, laboratory",10090,Slc9b2,97086,MGI:2140077,,,Chr3 62.55 cM,Chr3:135013083-135048606(+),"XM_006502398,NM_178877,NM_001411266,XM_036163430,XM_036163431,XM_006502400,XM_006502401,XM_006502399,XM_006502402,XM_036163428,XM_030252931,NM_001411267,XM_030252930","NP_849208,NP_001398195,XP_036019324,XP_006502461,XP_030108791,XP_036019321,XP_006502465,XP_006502464,XP_030108790,XP_036019323,XP_006502463,XP_006502462,NP_001398196",Q5BKR2
41947043,human,9606,SLC9B2,133308,,HGNC:25143,OMIM:611789,Chr4 q24,Chr4:103018033-103077371(-),"NM_001300754,NM_001300756,NM_001370199,NM_001370200,NM_001370201,NM_001370202,NM_001370203,NM_001370204,NM_001370205,NM_001370206,NM_001370207,NM_178833","NP_001357130,NP_001357131,NP_001357132,NP_001357133,NP_001357134,NP_001357135,NP_001357136,NP_849155,NP_001287683,NP_001287685,NP_001357128,NP_001357129",Q86UD5
41947044,"mouse, laboratory",10090,Slc9b1,74446,MGI:1921696,,,Chr3 62.55 cM,Chr3:135053790-135103588(+),"XM_006502201,XM_011240253,NM_028946,NM_001358057,XM_011240251,XM_017319776,XM_011240252,XM_017319775","XP_011238554,XP_011238553,XP_006502264,NP_001344986,NP_083222,XP_017175265,XP_011238555,XP_017175264",Q8C0X2
41947044,human,9606,SLC9B1,150159,,HGNC:24244,OMIM:611527,Chr4 q24,Chr4:102885048-103019739(-),"NM_001100874,NM_139173","NP_001094344,NP_631912",Q4ZJI4
41947045,"mouse, laboratory",10090,Derl3,70377,MGI:1917627,,,Chr10 38.61 cM,Chr10:75729247-75731775(+),"NM_024440,NM_001358985,NM_001358984,NM_001358983","NP_001345913,NP_077760,NP_001345914,NP_001345912",Q9D8K3
41947045,human,9606,DERL3,91319,,HGNC:14236,OMIM:610305,Chr22 q11.23,Chr22:23834503-23839344(-),"NM_001002862,NM_001135751,NM_001363072,NM_198440","NP_940842,NP_001002862,NP_001129223,NP_001350001,XP_011528807,XP_016884567,XP_047297550,XP_047297551,XP_047297552,XP_047297553",Q96Q80
