Gene ID,Entrez ID,chromosome,start,end,width,strand,transcript_id,bioType,Aliases,p_id,Description
MED25,81857,chr19,50321536,50340237,2343,+,NM_030973,protein_coding,ACID1|ARC92|CMT2B2|DKFZp434K0512|MGC70671|P78|PTOV2,P7056,mediator complex subunit 25
MED26,9441,chr19,16685718,16739015,3184,-,NM_004831,protein_coding,CRSP7|CRSP70,P17111,mediator complex subunit 26
MED27,9442,chr9,134735497,134955274,1799,-,NM_004269,protein_coding,CRAP34|CRSP34|CRSP8|MGC11274|TRAP37,P4742,mediator complex subunit 27
MED28,80306,chr4,17616251,17627251,2394,+,NM_025205,protein_coding,1500003D12Rik|DKFZp434N185|EG1|magicin,P3023,mediator complex subunit 28
MED29,55588,chr19,39881963,39891203,3567,+,NM_017592,protein_coding,DKFZp434H247|IXL,P28261,mediator complex subunit 29
MED30,90390,chr8,118532952,118552501,985,+,NM_001282986,protein_coding,MGC9890|THRAP6|TRAP25,P15976,mediator complex subunit 30
MED31,51003,chr17,6546633,6554954,1656,-,NM_016060,protein_coding,3110004H13Rik|FLJ27436|FLJ36714|Soh1,P21698,mediator complex subunit 31
MED4,29079,chr13,48649864,48669277,2369,-,NM_001270629,protein_coding,ARC36|DRIP36|FLJ10956|HSPC126|TRAP36|VDRIP,P23391,mediator complex subunit 4
MED4-AS1,100873965,chr13,48651273,48654129,544,+,NR_046511,lncRNA,.,.,MED4 antisense RNA 1
MED6,10001,chr14,71049938,71067407,1700,-,NM_001284211,protein_coding,NY-REN-28,P19289,mediator complex subunit 6
MED7,9443,chr5,156565451,156569921,1475,-,NM_004270,protein_coding,CRSP33|CRSP9|MGC12284,P20932,mediator complex subunit 7
MED8,112950,chr1,43849579,43855483,1478,-,NM_052877,protein_coding,ARC32|MGC17544|MGC19641,P28808,mediator complex subunit 8
MED9,55090,chr17,17380300,17396534,2222,+,NM_018019,protein_coding,FLJ10193|MED25|MGC138234,P10515,mediator complex subunit 9
MEDAG,84935,chr13,31480312,31499709,2390,+,NM_032849,protein_coding,.,P32630,mesenteric estrogen dependent adipogenesis
MEF2A,4205,chr15,100106133,100256629,5918,+,NM_001171894,protein_coding,ADCAD1|RSRFC4|RSRFC9,P6477,myocyte enhancer factor 2A
MEF2B,100271849,chr19,19256376,19281098,1451,-,NM_001145785,protein_coding,FLJ32648|RSRFR2,P31163,myocyte enhancer factor 2B
MEF2BNB,.,chr19,19287713,19303400,2241,-,NM_001145784,.,.,P11433,.
MEF2BNB-MEF2B,.,chr19,19256376,19256831,456,-,NR_027307,.,.,.,.
MEF2C,4208,chr5,88014058,88199922,6825,-,NM_001193349,protein_coding,C5DELq14.3; DEL5q14.3,P12830,myocyte enhancer factor 2C
MEF2C-AS1,101929423,chr5,88179147,88328193,3186,+,NR_109941,lncRNA,.,.,MEF2C antisense RNA 1
MEF2D,4209,chr1,156433513,156470634,6061,-,NM_001271629,protein_coding,DKFZp686I1536,P30970,myocyte enhancer factor 2D
MEFV,4210,chr16,3292028,3306627,3499,-,NM_000243,protein_coding,FMF|MEF|MGC126560|MGC126586|TRIM20,P30642,Mediterranean fever
MEG3,55384,chr14,101292445,101327360,10756,+,NR_046471,lncRNA,FLJ31163|FLJ42589|FLJ44703|FP504|GTL2|NCRNA00023|PRO0518|PRO2160|prebp1,.,maternally expressed 3 (non-protein coding)
MEG8,79104,chr14,101361107,101373305,498,+,NR_024149,lncRNA,Bsr|Irm|NCRNA00024|Rian,.,maternally expressed 8 (non-protein coding)
MEG9,100507257,chr14,101536248,101539273,2640,+,NR_047664,lncRNA,.,.,maternally expressed 9 (non-protein coding)
MEGF10,84466,chr5,126626456,126796910,8128,+,NM_001308121,protein_coding,DKFZp781K1852|FLJ41574|KIAA1780,P29668,multiple EGF like domains 10
MEGF11,84465,chr15,66187634,66546075,5914,-,NM_032445,protein_coding,DKFZp434L121|KIAA1781,P14553,multiple EGF like domains 11
MEGF6,1953,chr1,3404506,3528059,7439,-,NM_001409,protein_coding,EGFL3|KIAA0815,P35912,multiple EGF like domains 6
MEGF8,1954,chr19,42829761,42882921,11167,+,NM_001410,protein_coding,C19orf49|EGFL4|FLJ22365|MGC120684|MGC138147|SBP1,P20697,multiple EGF like domains 8
MEGF9,1955,chr9,123363196,123476765,6210,-,NM_001080497,protein_coding,EGFL5,P28591,multiple EGF like domains 9
MEI1,150365,chr22,42095518,42195459,4006,+,NM_152513,protein_coding,MGC40042,P7325,meiotic double-stranded break formation protein 1
MEI4,101928601,chr6,78400373,78634476,2587,+,NM_001282136,protein_coding,.,P32076,meiotic double-stranded break formation protein 4
MEIG1,644890,chr10,15001438,15014850,625,+,NM_001080836,protein_coding,bA2K17.3,P7874,meiosis/spermiogenesis associated 1
MEIKIN,728637,chr5,131142684,131281391,1560,-,NM_001303622,protein_coding,.,P9596,meiotic kinetochore factor
MEIOB,254528,chr16,1883984,1922102,2186,-,NM_001163560,protein_coding,.,P11608,meiosis specific with OB domains
MEIS1,4211,chr2,66662532,66799891,3181,+,NM_002398,protein_coding,MGC43380,P27822,Meis homeobox 1
MEIS1-AS2,100873998,chr2,66666227,66667462,701,-,NR_046625,lncRNA,.,.,MEIS1 antisense RNA 2
MEIS1-AS3,730198,chr2,66650475,66660602,4099,-,NR_046438,lncRNA,.,.,MEIS1 antisense RNA 3
MEIS2,4212,chr15,37183222,37393500,3675,-,NM_001220482,protein_coding,HsT18361|MGC2820|MRG1,P12517,Meis homeobox 2
MEIS3,56917,chr19,47906375,47922785,2407,-,NM_001009813,protein_coding,DKFZp547H236|MRG2,P30943,Meis homeobox 3
MEIS3P1,4213,chr17,15690164,15693019,2856,+,NR_002211,misc_RNA,MEIS3|MEIS4|MRG2,.,Meis homeobox 3 pseudogene 1
MELK,9833,chr9,36572859,36677680,2704,+,NR_046337,protein_coding,HPK38|KIAA0175,.,maternal embryonic leucine zipper kinase
MEMO1,51072,chr2,32092879,32236121,1573,-,NR_126034,protein_coding,C2orf4|DKFZp434I0135|FLJ25031|MEMO|NS5ATP7,.,mediator of cell motility 1
MEN1,4221,chr11,64570986,64578766,4161,-,NM_000244,protein_coding,MEAI|SCG2,P22051,menin 1
MEOX1,4222,chr17,41717758,41739262,2168,-,NM_004527,protein_coding,MOX1,P31202,mesenchyme homeobox 1
MEOX2,4223,chr7,15650837,15726308,2371,-,NM_005924,protein_coding,GAX|MOX2,P17019,mesenchyme homeobox 2
MEOX2-AS1,101927524,chr7,15728003,15736517,2098,+,NR_110094,lncRNA,.,.,MEOX2 antisense RNA 1 (head to head)
MEP1A,4224,chr6,46761094,46807519,2929,+,NM_005588,protein_coding,PPHA,P29257,meprin A subunit alpha
MEP1B,4225,chr18,29769987,29800366,2481,+,NM_005925,protein_coding,.,P32865,meprin A subunit beta
MEPCE,56257,chr7,100026413,100031749,4881,+,NM_001194992,protein_coding,BCDIN3|FLJ20257,P21451,methylphosphate capping enzyme
MEPE,56955,chr4,88742550,88767968,2279,+,NM_001184694,protein_coding,OF45,P7313,matrix extracellular phosphoglycoprotein
MERTK,10461,chr2,112656191,112786945,3626,+,NM_006343,protein_coding,MER|MGC133349|RP38|c-mer,P15120,"MER proto-oncogene, tyrosine kinase"
MESDC1,59274,chr15,81293295,81296345,3051,+,NM_022566,protein_coding,MGC99595,P8347,mesoderm development candidate 1
MESDC2,23184,chr15,81239668,81282219,6723,-,NR_126328,protein_coding,BOCA|KIAA0081|MESD,.,mesoderm development candidate 2
MESP1,55897,chr15,90293098,90294540,1162,-,NM_018670,protein_coding,MGC10676|bHLHc5,P7923,mesoderm posterior bHLH transcription factor 1
MESP2,145873,chr15,90319589,90321982,1611,+,NM_001039958,protein_coding,SCDO2|bHLHc6,P27635,mesoderm posterior bHLH transcription factor 2
MEST,4232,chr7,130126016,130146138,3015,+,NM_177524,protein_coding,DKFZp686L18234|MGC111102|MGC8703|PEG1,P14821,mesoderm specific transcript
MESTIT1,317751,chr7,130126898,130131013,3242,-,NR_004382,lncRNA,NCRNA00040|PEG1-AS,.,"MEST intronic transcript 1, antisense RNA"
MET,4233,chr7,116312459,116438440,6776,+,NM_000245,protein_coding,AUTS9|HGFR|RCCP2|c-Met,P3251,"MET proto-oncogene, receptor tyrosine kinase"
METAP1,23173,chr4,99916788,99983960,2770,+,NM_015143,protein_coding,DKFZp781C0419|KIAA0094|MAP1A|MetAP1A,P12839,methionyl aminopeptidase 1
METAP1D,254042,chr2,172864804,172945587,1534,+,NM_199227,protein_coding,MAP1D|Metap1l,P11907,methionyl aminopeptidase type 1D (mitochondrial)
METAP2,10988,chr12,95867822,95909613,3504,+,NM_006838,protein_coding,MAP2|MNPEP|p67|p67eIF2,P11887,methionyl aminopeptidase 2
METRN,79006,chr16,765173,767480,1092,+,NM_024042,protein_coding,C16orf23|MGC2601|c380A1.2,P36031,"meteorin, glial cell differentiation regulator"
METRNL,284207,chr17,81037567,81052871,1612,+,NM_001004431,protein_coding,MGC99788,P29069,"meteorin, glial cell differentiation regulator-like"
METTL1,4234,chr12,58162351,58165914,1307,-,NM_005371,protein_coding,C12orf1|FLJ95748|TRM8|YDL201w,P14079,methyltransferase like 1
METTL10,399818,chr10,126446400,126480510,3775,-,NM_001304467,protein_coding,C10orf138|Em:AC068896.3,P20240,methyltransferase like 10
METTL11B,149281,chr1,170115188,170136923,938,+,NM_001136107,protein_coding,C1orf184,P33660,methyltransferase like 11B
METTL12,751071,chr11,62432779,62434923,1382,+,NM_001043229,protein_coding,.,P825,methyltransferase like 12
METTL13,51603,chr1,171750761,171766856,2814,+,NM_014955,protein_coding,5630401D24Rik|FLJ10310|KIAA0859|feat,P34575,methyltransferase like 13
METTL14,57721,chr4,119606525,119633425,3504,+,NM_020961,protein_coding,KIAA1627,P1544,methyltransferase like 14
METTL15,196074,chr11,28129798,28355054,4551,+,NM_001297775,protein_coding,.,P28957,methyltransferase like 15
METTL16,79066,chr17,2319348,2415200,5753,-,NM_024086,protein_coding,.,P11300,methyltransferase like 16
METTL17,64745,chr14,21457965,21465194,1713,+,NM_001029991,protein_coding,.,P6464,methyltransferase like 17
METTL18,92342,chr1,169761670,169764061,1475,-,NM_033418,protein_coding,.,P19257,methyltransferase like 18
METTL20,.,chr12,31800094,31822016,2381,+,NM_001135864,.,.,P25511,.
METTL21A,151194,chr2,208445355,208490055,5539,-,NM_001308021,protein_coding,.,P31098,methyltransferase like 21A
METTL21B,25895,chr12,58166383,58176324,2840,+,NM_015433,protein_coding,.,P28146,methyltransferase like 21B
METTL21C,196541,chr13,103338097,103346871,1102,-,NM_001010977,protein_coding,.,P28056,methyltransferase like 21C
METTL21EP,121952,chr13,103532449,103548383,2312,+,NR_026965,misc_RNA,.,.,"methyltransferase like 21E, pseudogene"
METTL22,79091,chr16,8715527,8740079,1570,+,NM_024109,protein_coding,.,P23126,methyltransferase like 22
METTL23,124512,chr17,74722912,74729963,1031,+,NM_001206984,protein_coding,.,P16246,methyltransferase like 23
METTL24,728464,chr6,110567149,110679475,1101,-,NM_001123364,protein_coding,.,P33068,methyltransferase like 24
METTL25,84190,chr12,82752276,82873016,2094,+,NM_032230,protein_coding,.,P28203,methyltransferase like 25
METTL2A,339175,chr17,60501246,60527454,2519,+,NM_181725,protein_coding,FLJ12760|METTL2,P33582,methyltransferase like 2A
METTL2B,55798,chr7,128116783,128142978,2182,+,NM_018396,protein_coding,FLJ11350|FLJ12760|METL|METTL2|METTL2A|PSENIP1,P35808,methyltransferase like 2B
METTL3,56339,chr14,21966275,21979517,2022,-,NM_019852,protein_coding,IME4|M6A|MGC4336|MT-A70|Spo8,P8991,methyltransferase like 3
METTL4,64863,chr18,2537524,2571502,3687,-,NM_001308401,protein_coding,FLJ23017|HsT661|MGC117235,P25229,methyltransferase like 4
METTL5,29081,chr2,170668267,170681441,950,-,NM_014168,protein_coding,FLJ10459|HSPC133,P3906,methyltransferase like 5
METTL6,131965,chr3,15451267,15469054,3156,-,NM_152396,protein_coding,MGC24132,P9750,methyltransferase like 6
METTL7A,25840,chr12,51318534,51326300,3390,+,NM_014033,protein_coding,AAM-B|DKFZp586A0522,P26444,methyltransferase like 7A
METTL7B,196410,chr12,56075330,56078394,1505,+,NM_152637,protein_coding,MGC17301,P33602,methyltransferase like 7B
METTL8,79828,chr2,172173913,172291312,8134,-,NM_024770,protein_coding,FLJ13334|FLJ13984|FLJ31054|FLJ42098|FLJ77788|TIP,P33231,methyltransferase like 8
METTL9,51108,chr16,21608542,21668794,5580,+,NM_001288659,protein_coding,DREV|DREV1|FLJ21912|PAP1,P2212,methyltransferase like 9
MEX3A,92312,chr1,156041804,156051789,6124,-,NM_001093725,protein_coding,MEX-3A|RKHD4,P34194,mex-3 RNA binding family member A
MEX3B,84206,chr15,82334119,82338484,3530,-,NM_032246,protein_coding,DKFZp434J0617|MEX-3B|MGC117199|RKHD3|RNF195,P9819,mex-3 RNA binding family member B
MEX3C,51320,chr18,48700920,48724051,4142,-,NM_016626,protein_coding,FLJ38871|MEX-3C|RKHD2|RNF194,P14931,mex-3 RNA binding family member C
MEX3D,399664,chr19,1554668,1568057,2663,-,NM_001174118,protein_coding,KIAA2031|MEX-3D|MEX3|OK/SW-cl.4|RKHD1|RNF193|TINO,P21558,mex-3 RNA binding family member D
MFAP1,4236,chr15,44096733,44116951,2063,-,NM_005926,protein_coding,.,P33283,microfibrillar associated protein 1
MFAP2,4237,chr1,17300999,17308081,1171,-,NM_001135248,protein_coding,FLJ50901|MAGP|MAGP-1|MAGP1,P9223,microfibrillar associated protein 2
MFAP3,4238,chr5,153418519,153437014,5049,+,NM_005927,protein_coding,DKFZp586F0219,P5052,microfibrillar associated protein 3
MFAP3L,9848,chr4,170907748,170954179,7284,-,NM_001009554,protein_coding,NYD-sp9,P20422,microfibrillar associated protein 3 like
MFAP4,4239,chr17,19286755,19290532,2031,-,NM_001198695,protein_coding,.,P19256,microfibrillar associated protein 4
MFAP5,8076,chr12,8798539,8815484,3003,-,NM_001297711,protein_coding,MAGP2|MP25,P28272,microfibrillar associated protein 5
MFF,56947,chr2,228189867,228222552,2399,+,NM_001277063,protein_coding,C2orf33|DKFZp666J168|GL004|MGC110913,P4373,mitochondrial fission factor
MFGE8,4240,chr15,89441914,89456700,2414,-,NM_005928,protein_coding,BA46|EDIL1|HsT19888|MFG-E8|OAcGD3S|SED1|SPAG10|hP47,P25496,milk fat globule-EGF factor 8 protein
MFHAS1,9258,chr8,8641999,8751131,5255,-,NM_004225,protein_coding,FLJ23354|LRRC65|MASL1,P18746,malignant fibrous histiocytoma amplified sequence 1
MFI2,.,chr3,196728612,196756686,4810,-,NM_005929,.,CD228|FLJ38863|MAP97|MGC4856|MTF1,P11165,.
MFI2-AS1,100507057,chr3,196729777,196731615,951,+,NR_038285,.,.,.,MFI2 antisense RNA 1
MFN1,55669,chr3,179065480,179111008,3513,+,NM_033540,protein_coding,DKFZp762F247|FLJ20693|MGC41806|hfzo1|hfzo2,P18718,mitofusin 1
MFN2,9927,chr1,12040238,12073572,4677,+,NM_014874,protein_coding,CMT2A|CMT2A2|CPRP1|HSG|KIAA0214|MARF,P24009,mitofusin 2
MFNG,4242,chr22,37865101,37882478,2601,-,NM_001166343,protein_coding,.,P3026,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
MFRP,83552,chr11,119209644,119217383,2847,-,NM_031433,protein_coding,DKFZp586B0621|FLJ30570|MCOP5|MGC32938|NNO2|RD6,P18424,membrane frizzled-related protein
MFSD1,64747,chr3,158519715,158547508,2504,+,NM_001289407,protein_coding,FLJ14153|SMAP4,P35545,major facilitator superfamily domain containing 1
MFSD10,10227,chr4,2932288,2936586,1757,-,NM_001146069,protein_coding,TETRAN|TETTRAN,P34112,major facilitator superfamily domain containing 10
MFSD11,79157,chr17,74732647,74775336,3233,+,NM_001242534,protein_coding,ET|FLJ20226|FLJ22196,P4517,major facilitator superfamily domain containing 11
MFSD12,126321,chr19,3544197,3557582,2587,-,NM_174983,protein_coding,.,P7894,major facilitator superfamily domain containing 12
MFSD2A,84879,chr1,40420784,40435640,2447,+,NM_001287809,protein_coding,FLJ14490|FLJ35904|MFSD2,P24605,major facilitator superfamily domain containing 2A
MFSD2B,388931,chr2,24232953,24247145,1508,+,NM_001080473,protein_coding,.,P22668,major facilitator superfamily domain containing 2B
MFSD3,113655,chr8,145734419,145736611,1601,+,NR_130120,protein_coding,.,.,major facilitator superfamily domain containing 3
MFSD4,.,chr1,205538112,205572046,4088,+,NM_181644,.,DKFZp564C1416|DKFZp761N1114|FLJ25004|FLJ34577|FLJ45392|UNQ3064,P32716,.
MFSD5,84975,chr12,53645370,53648190,2216,+,NM_001170790,protein_coding,MGC11308,P19841,major facilitator superfamily domain containing 5
MFSD6,54842,chr2,191273081,191367041,4797,+,NM_017694,protein_coding,FLJ20160|MMR2|hMMR2,P13868,major facilitator superfamily domain containing 6
MFSD6L,162387,chr17,8700428,8702667,2240,-,NM_152599,protein_coding,FLJ35773,P19772,major facilitator superfamily domain containing 6 like
MFSD7,84179,chr4,675613,683230,2062,-,NM_001294342,protein_coding,FLJ22269,P28186,major facilitator superfamily domain containing 7
MFSD8,256471,chr4,128838960,128887139,4545,-,NM_152778,protein_coding,CLN7|MGC33302,P4524,major facilitator superfamily domain containing 8
MFSD9,84804,chr2,103333666,103353337,2706,-,NM_032718,protein_coding,MGC11332,P13857,major facilitator superfamily domain containing 9
MGA,23269,chr15,41952610,42062141,12042,+,NM_001080541,protein_coding,FLJ12634|KIAA0518|MAD5|MXD5,P11673,"MGA, MAX dimerization protein"
MGAM,8972,chr7,141695679,141806547,6484,+,NM_004668,protein_coding,MG|MGA,P35844,maltase-glucoamylase
MGAM2,93432,chr7,141811549,141922124,7733,+,NM_001293626,protein_coding,.,P30223,maltase-glucoamylase 2 (putative)
MGARP,84709,chr4,140187317,140201492,1339,-,NM_032623,protein_coding,.,P15710,mitochondria localized glutamic acid rich protein
MGAT1,4245,chr5,180217541,180237137,4028,-,NM_002406,protein_coding,GLCNAC-TI|GLCT1|GLYT1|GNT-1|GNT-I|MGAT,P29349,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
MGAT2,4247,chr14,50087489,50090199,2711,+,NM_002408,protein_coding,CDG2A|CDGS2|GLCNACTII|GNT-II|GNT2,P28589,"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
MGAT3,4248,chr22,39853325,39888199,10057,+,NM_002409,protein_coding,FLJ43371|GNT-III|GNT3|MGC141943|MGC142278,P4882,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"
MGAT3-AS1,104502417,chr22,39871812,39872827,498,-,NR_126469,lncRNA,.,.,MGAT3 antisense RNA 1
MGAT4A,11320,chr2,99235569,99347589,4428,-,NM_001160154,protein_coding,GNT-IV|GNT-IVA,P7728,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A"
MGAT4B,11282,chr5,179224598,179233952,2463,-,NM_054013,protein_coding,GNT-IV|GNT-IVB,P6417,"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B"
MGAT4C,25834,chr12,86373037,87232681,1934,-,NM_013244,protein_coding,GNTIVH|HGNT-IV-H,P10386,MGAT4 family member C
MGAT4D,152586,chr4,141364529,141419531,1341,-,NM_001277353,protein_coding,.,P793,MGAT4 family member D
MGAT4EP,641515,chr1,202789385,202796341,2807,+,NR_038135,misc_RNA,.,.,"MGAT4 family member E, pseudogene"
MGAT5,4249,chr2,135011830,135212192,8145,+,NM_002410,protein_coding,GNT-V|GNT-VA,P15520,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase"
MGAT5B,146664,chr17,74864798,74946471,4717,+,NM_144677,protein_coding,FLJ25132|GnT-IX|GnT-VB|KIAA2008,P17676,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B"
MGC12916,84815,chr17,14207057,14209062,2006,+,NR_026880,lncRNA,.,.,uncharacterized protein MGC12916
MGC15885,197003,chr15,62929371,62937380,2315,-,NR_026897,lncRNA,.,.,uncharacterized protein MGC15885
MGC16025,85009,chr2,240115027,240117153,2127,-,NR_026664,lncRNA,.,.,uncharacterized LOC85009
MGC16142,.,chr7,92167789,92169079,1291,+,NR_026902,.,.,.,.
MGC16275,85001,chr17,72206135,72209460,2485,-,NR_026914,lncRNA,.,.,uncharacterized protein MGC16275
MGC27345,157247,chr7,127937738,127947816,10079,-,NR_046216,lncRNA,.,.,uncharacterized protein MGC27345
MGC27382,149047,chr1,78695283,78835147,1191,+,NR_027310,lncRNA,FLJ34438,.,uncharacterized MGC27382
MGC2889,84789,chr3,192959568,192961761,2194,+,NR_026877,lncRNA,.,.,uncharacterized protein MGC2889
MGC32805,153163,chr5,121772192,121814782,1424,-,NR_051996,lncRNA,.,.,uncharacterized LOC153163
MGC34796,414927,chr1,62119914,62121800,1887,+,NR_073400,misc_RNA,.,.,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene"
MGC39584,441058,chr4_gl000193_random,49163,88375,1206,-,NR_038377,.,.,.,uncharacterized LOC441058
MGC45922,284365,chr19,51320937,51322134,936,+,NR_038359,.,.,.,uncharacterized LOC284365
MGC57346,401884,chr17,43697695,43715329,2652,+,NR_026680,.,FLJ18493|FLJ30754|FLJ60266|FLJ60308,.,ADP-ribosylation factor pseudogene
MGC57346-CRHR1,104909134,chr17,43697695,43750268,120,+,NM_001256299,.,.,P11115,MGC57346-CRHR1 readthrough
MGC70870,403340,chr17_gl000205_random,116623,119732,3110,+,NR_003682,misc_RNA,.,.,C-terminal binding protein 2 pseudogene
MGC72080,389538,chr7,97595908,97601638,698,-,NR_002822,misc_RNA,.,.,MGC72080 pseudogene
MGEA5,10724,chr10,103544200,103578222,5202,-,NM_012215,protein_coding,FLJ11229|FLJ23355|KIAA0679|MEA5|NCOAT|OGA,P12458,meningioma expressed antigen 5 (hyaluronidase)
MGLL,11343,chr3,127407905,127542093,4809,-,NM_001003794,protein_coding,HU-K5|HUK5|MAGL|MGL,P10288,monoglyceride lipase
MGME1,92667,chr20,17949762,17971762,2127,+,NM_052865,protein_coding,.,P21517,mitochondrial genome maintenance exonuclease 1
MGMT,4255,chr10,131265454,131565783,1265,+,NM_002412,protein_coding,.,P1037,O-6-methylguanine-DNA methyltransferase
MGP,4256,chr12,15034115,15038853,1473,-,NM_001190839,protein_coding,MGLAP|NTI,P36124,matrix Gla protein
MGRN1,23295,chr16,4674825,4740975,8650,+,NM_015246,protein_coding,KIAA0544|RNF156,P14198,mahogunin ring finger 1
MGST1,4257,chr12,16500076,16530123,2495,+,NM_145792,protein_coding,GST12|MGC14525|MGST|MGST-I,P26069,microsomal glutathione S-transferase 1
MGST2,4258,chr4,140586922,140661899,1278,+,NM_001204366,protein_coding,FLJ27438|GST2|MGC14097|MGST-II,P22620,microsomal glutathione S-transferase 2
MGST3,4259,chr1,165600110,165625372,1518,+,NM_004528,protein_coding,GST-III,P30423,microsomal glutathione S-transferase 3
