Gene ID,Entrez ID,chromosome,start,end,width,strand,p_id,transcript_id,tss_id,bioType,Aliases,Description
Gm815,329047,chr19,26885925,26888647,618,+,P2439,NM_001033407,TSS13036,protein_coding,.,predicted gene 815
Vldlr,22359,chr19,27217020,27254231,8308,+,P21118,NM_001161420,TSS2518,protein_coding,AA408956| AI451093| AW047288,very low density lipoprotein receptor
Kcnv2,240595,chr19,27322619,27337179,5077,+,P17736,NM_183179,TSS18745,protein_coding,KV11.1,"potassium channel, subfamily V, member 2"
D19Bwg1357e,.,chr19,27388698,27429908,3546,-,,NR_131940,TSS12867,.,.,.
C030016D13Rik,107372,chr19,27430037,27432631,2595,+,,NR_027987,TSS3729,lncRNA,AW413347,RIKEN cDNA C030016D13 gene
Rfx3,19726,chr19,27761721,28011166,9341,-,P24391,NM_001166414,TSS18091,protein_coding,C230093O12Rik| MRFX3,"regulatory factor X, 3 (influences HLA class II expression)"
Glis3,226075,chr19,28258851,28680077,7514,-,P13431,NM_175459,TSS15378,protein_coding,4833409N03Rik| E330013K21Rik,GLIS family zinc finger 3
D930032P07Rik,320176,chr19,28678224,28720027,1314,+,,NR_045330,TSS19315,lncRNA,.,RIKEN cDNA D930032P07 gene
Slc1a1,20510,chr19,28835166,28913960,3708,+,P22949,NM_009199,TSS11036,protein_coding,D130048G10Rik| EAAC1| EAAC2| EAAT3| MEAAC1,"solute carrier family 1 (neuronal /epithelial high affinity glutamate transporter, system Xag), member 1"
4430402I18Rik,381218,chr19,28923064,28964154,2152,-,P19940,NM_198651,TSS17275,protein_coding,AW122618| Spata6l,RIKEN cDNA 4430402I18 gene
Ppapdc2,.,chr19,28963920,28966801,2882,+,P7768,NM_028922,TSS6177,.,.,.
Cdc37l1,67072,chr19,28990352,29026678,14577,+,P19771,NM_001302382,TSS21717,protein_coding,2700033A15Rik| BB159850| Cdc37l| Harc,cell division cycle 37-like 1
Ak3,56248,chr19,29020832,29047902,2751,-,P22930,NM_021299,TSS9536,protein_coding,AA407498| AI506714| AK-3| Ak3l| Ak3l1| Akl3l,adenylate kinase 3
1700018L02Rik,67329,chr19,29047483,29048729,1247,+,,NR_028360,TSS27341,lncRNA,.,RIKEN cDNA 1700018L02 gene
Gm9895,100503337,chr19,29067301,29069503,664,+,,NR_045687,TSS8672,lncRNA,ENSMUSG00000052976,predicted gene 9895
Rcl1,59028,chr19,29101375,29143843,1803,+,P21338,NM_021525,TSS4483,protein_coding,2310040A02Rik| AI789745| C76567| Rnac| RPCL1,RNA terminal phosphate cyclase-like 1
Jak2,16452,chr19,29251803,29313080,5055,+,P21942,NM_001048177,TSS4658,protein_coding,Fd17,Janus kinase 2
Insl6,27356,chr19,29321354,29325318,660,-,P13223,NM_013754,TSS19082,protein_coding,RIF1,insulin-like 6
Rln1,19773,chr19,29331755,29334670,697,-,P9354,NM_011272,TSS5758,protein_coding,Rln| rlx,relaxin 1
Plgrkt,67759,chr19,29348677,29361871,843,-,P26348,NM_026362,TSS13586,protein_coding,1110007H22Rik| 5033414D02Rik| AI852040| Plg-R(KT)| Plg-RKT,"plasminogen receptor, C-terminal lysine transmembrane protein"
Cd274,60533,chr19,29367438,29388094,3638,+,P19758,NM_021893,TSS11390,protein_coding,A530045L16Rik| B7h1| Pdcd1l1| Pdcd1lg1| Pdl1,CD274 antigen
Pdcd1lg2,58205,chr19,29410919,29472927,3415,+,P1730,NM_021396,TSS18606,protein_coding,B7-DC| Btdc| F730015O22Rik| PD-L2,programmed cell death 1 ligand 2
A930007I19Rik,77779,chr19,29503663,29521987,2317,-,,NR_015567,TSS5636,lncRNA,.,RIKEN cDNA A930007I19 gene
Ric1,226089,chr19,29522282,29605921,6282,+,P22160,NM_001081319,TSS1581,protein_coding,C030046E11Rik| C130057E09Rik| Kiaa1432,RAB6A GEF complex partner 1
Ermp1,226090,chr19,29609883,29648420,5394,-,P9144,NM_001081213,TSS1333,protein_coding,D19Ertd410e| D19Wsu12e| Fxna| mKIAA1815,endoplasmic reticulum metallopeptidase 1
Mlana,77836,chr19,29697941,29708306,461,+,P26817,NM_029993,TSS16246,protein_coding,A930034P04Rik| Mart1,melan-A
9930021J03Rik,240613,chr19,29714402,29806009,8026,-,P11146,NM_172836,TSS1282,protein_coding,ENSMUSG00000048936| Gm9832| mKIAA2026,RIKEN cDNA 9930021J03 gene
Ranbp6,240614,chr19,29808108,29812974,4867,-,P18578,NM_177721,TSS24125,protein_coding,C630001B19,RAN binding protein 6
Il33,77125,chr19,29925114,29960715,2603,+,P25593,NM_133775,TSS16084,protein_coding,9230117N10Rik| Il-33| Il1f11| NF-HEV,interleukin 33
Trpd52l3,66745,chr19,30003790,30006020,2231,+,P20935,NM_025741,TSS13430,protein_coding,4931412G03Rik,tumor protein D52-like 3
Uhrf2,109113,chr19,30030513,30093724,3538,+,P22987,NM_144873,TSS25721,protein_coding,2310065A22Rik| AI426270| AW214556| D130071B19Rik| Nirf,"ubiquitin-like, containing PHD and RING finger domains 2"
Gldc,104174,chr19,30098441,30175441,3785,-,P26179,NM_138595,TSS2171,protein_coding,D030049L12Rik| D19Wsu57e,glycine decarboxylase
Mbl2,17195,chr19,30232957,30239682,1069,+,P20322,NM_010776,TSS8553,protein_coding,L-MBP| MBL| MBL-C| MBP-C,mannose-binding lectin (protein C) 2
Ppp1r2-ps3,546723,chr19,30538876,30539679,804,-,,NR_003650,TSS5338,misc_RNA,EG546723| Gm5972,"protein phosphatase 1, regulatory (inhibitor) subunit 2, pseudogene 3"
Dkk1,13380,chr19,30545885,30549496,2236,-,P4376,NM_010051,TSS1973,protein_coding,mdkk-1,dickkopf WNT signaling pathway inhibitor 1
Prkg1,19091,chr19,30564487,31765033,7378,-,P25601,NM_011160,TSS25300,protein_coding,AW125416| CGKI| Gm19690| Prkg1b| Prkgr1b,"protein kinase, cGMP-dependent, type I"
Gm6642,625995,chr19,30930386,30930962,577,-,,NR_033643,TSS2201,misc_RNA,EG625995,predicted gene 6642
Cstf2t,83410,chr19,31082841,31086592,3752,+,P7691,NM_031249,TSS13031,protein_coding,64kDa| C77975| tauCstF-64| tCstF-64,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau"
8430431K14Rik,78103,chr19,31213543,31216396,2854,-,,NR_002849,TSS25281,lncRNA,.,RIKEN cDNA 8430431K14 gene
A1cf,69865,chr19,31868761,31949406,3828,+,P1654,NM_001081074,TSS20760,protein_coding,1810073H04Rik| Acf| ACF64| ACF65| ASP,APOBEC1 complementation factor
Asah2,54447,chr19,31984651,32103140,4818,-,P12058,NM_018830,TSS18568,protein_coding,AI585898,N-acylsphingosine amidohydrolase 2
Sgms1,208449,chr19,32122727,32388454,4539,-,P6594,NM_001168525,TSS5767,protein_coding,9530058O11Rik| AI841905| C80702| Mob| Sms1| Sor1| Tmem23,sphingomyelin synthase 1
2700046G09Rik,67188,chr19,32389216,32391184,1641,+,,NR_033198,TSS6940,lncRNA,.,RIKEN cDNA 2700046G09 gene
Minpp1,17330,chr19,32485769,32515370,2619,+,P8295,NM_010799,TSS1928,protein_coding,AA408516,multiple inositol polyphosphate histidine phosphatase 1
Papss2,23972,chr19,32595715,32667187,3796,+,P26370,NM_001201470,TSS3504,protein_coding,1810018P12Rik| AI159688| Atpsk2| AtpsU2| bm| Sk2,3'-phosphoadenosine 5'-phosphosulfate synthase 2
Atad1,67979,chr19,32672563,32712298,2813,-,P10713,NM_026487,TSS18978,protein_coding,4921525H23Rik| AW107648| Thorase,"ATPase family, AAA domain containing 1"
Pten,19211,chr19,32757577,32826160,8212,+,P26432,NM_008960,TSS24351,protein_coding,2310035O07Rik| A130070J02Rik| AI463227| B430203M17Rik| MMAC1| TEP1,phosphatase and tensin homolog
Rnls,67795,chr19,33137745,33392295,1629,-,P17204,NM_001146342,TSS25543,protein_coding,6530404N21Rik| AI452315| AW060440| C10orf59,"renalase, FAD-dependent amine oxidase"
Lipo1,329055,chr19,33555281,33590311,2721,-,P10488,NM_001013770,TSS16663,protein_coding,EG329055| Gm5097,"lipase, member O3"
Lipf,67717,chr19,33961248,33976813,1353,+,P12381,NM_026334,TSS6888,protein_coding,2310051B21Rik| AV082900,"lipase, gastric"
Lipk,240633,chr19,34008254,34047903,2358,+,P3350,NM_172837,TSS3833,protein_coding,9930115F20| BC055815| Lipl2,"lipase, family member K"
Lipn,70166,chr19,34067358,34084918,1502,+,P24595,NM_027340,TSS11103,protein_coding,2210418G03Rik| Lipl4,"lipase, family member N"
Lipm,78753,chr19,34100943,34122687,2701,+,P7266,NM_023903,TSS18724,protein_coding,4632427C23Rik| AW227514| Lipl3,"lipase, family member M"
Ankrd22,52024,chr19,34122549,34166041,1754,-,P875,NM_024204,TSS8216,protein_coding,5430429D21Rik| D19Ertd675e,ankyrin repeat domain 22
Stambpl1,76630,chr19,34192270,34240328,1978,+,P124,NM_029682,TSS12604,protein_coding,1700095N21Rik| 8230401J17Rik| ALMalpha| AMSH-FP,STAM binding protein like 1
Acta2,11475,chr19,34240336,34255373,2572,-,P4612,NM_007392,TSS10861,protein_coding,0610041G09Rik| a-SMA| Actvs| alphaSMA| SMalphaA,"actin, alpha 2, smooth muscle, aorta"
Fas,14102,chr19,34290659,34327770,1801,+,P7087,NM_007987,TSS12822,protein_coding,AI196731| APO1| APT1| CD95| lpr| TNFR6| Tnfrsf6,Fas (TNF receptor superfamily member 6)
Ch25h,12642,chr19,34473784,34475135,1352,-,P21072,NM_009890,TSS13150,protein_coding,AI462618| m25OH,cholesterol 25-hydroxylase
Lipa,16889,chr19,34492316,34527474,2967,-,P17298,NM_001111100,TSS3610,protein_coding,AA960673| Lal| Lip-1| Lip1,lysosomal acid lipase A
Ifit2,15958,chr19,34550694,34576534,3949,+,P13767,NM_008332,TSS5881,protein_coding,AV302338| Ifi54| P54,interferon-induced protein with tetratricopeptide repeats 2
Ifit3,15959,chr19,34583529,34588982,1998,+,P3976,NM_010501,TSS4760,protein_coding,Ifi49| P49,interferon-induced protein with tetratricopeptide repeats 3
Ifit1bl1,667373,chr19,34592888,34601968,2375,-,P11852,NM_001101605,TSS17905,protein_coding,Gm14446| Ifit1c| OTTMUSG00000016644,interferon induced protein with tetratricpeptide repeats 1B like 1
Ifit3b,667370,chr19,34607957,34613401,2013,+,P18404,NM_001005858,TSS20578,protein_coding,I830012O16Rik,interferon-induced protein with tetratricopeptide repeats 3B
Ifit1bl2,112419,chr19,34617051,34640743,3365,-,P5089,NM_053217,TSS24707,protein_coding,2010002M12Rik| AW412491| Ifit1b,interferon induced protein with tetratricopeptide repeats 1B like 2
Ifit1,15957,chr19,34640889,34650009,2638,+,P5664,NM_008331,TSS11016,protein_coding,Ifi56| ISG56| P56,interferon-induced protein with tetratricopeptide repeats 1
Slc16a12,240638,chr19,34668406,34747111,3870,-,P21105,NM_172838,TSS18118,protein_coding,3230401A21| AW210596,"solute carrier family 16 (monocarboxylic acid transporters), member 12"
Pank1,75735,chr19,34806936,34879455,7650,-,P20856,NM_023792,TSS17411,protein_coding,Pank| Pank1b,pantothenate kinase 1
Kif20b,240641,chr19,34922358,34975731,5563,+,P17769,NM_183046,TSS11851,protein_coding,33cex| B130024C23| C330014J10Rik| magoo| Mphosph1,kinesin family member 20B
Htr7,15566,chr19,35958729,36057360,3082,-,P5253,NM_008315,TSS6269,protein_coding,5-HT7,5-hydroxytryptamine (serotonin) receptor 7
Rpp30,54364,chr19,36083716,36104773,1156,+,P2035,NM_019428,TSS26615,protein_coding,Rnasep2| TSG15,ribonuclease P /MRP 30 subunit
Ankrd1,107765,chr19,36111965,36119844,1765,-,P2130,NM_013468,TSS18650,protein_coding,Alrp| CARP| Crap| MARP1,ankyrin repeat domain 1 (cardiac muscle)
Pcgf5,76073,chr19,36379067,36456204,1509,+,P19396,NM_029508,TSS19833,protein_coding,0610009F02Rik| 1110054A01Rik| 5830406C17Rik| 5830443C21Rik| 9530023M17Rik| AI324127,polycomb group ring finger 5
Hectd2,226098,chr19,36554639,36621135,4861,+,P10706,NM_001163471,TSS20867,protein_coding,4921524L07| A630025O09Rik| AW212605,HECT domain containing 2
1500017E21Rik,668215,chr19,36619418,36689479,2662,-,,NR_033510,TSS14993,lncRNA,668215,RIKEN cDNA 1500017E21 gene
Ppp1r3c,53412,chr19,36731731,36736604,2676,-,P13355,NM_016854,TSS1909,protein_coding,Ppp1r5| PTG,"protein phosphatase 1, regulatory (inhibitor) subunit 3C"
Tnks2,74493,chr19,36834232,36893477,6481,+,P4430,NM_001163635,TSS27596,protein_coding,5430432P15Rik| AA517131| AI662480| ARTD6| Tank2| TNKS-2,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"
Fgfbp3,72514,chr19,36917550,36919599,1756,-,P16753,NM_028263,TSS10574,protein_coding,2610306H15Rik| Fgf-bp3,fibroblast growth factor binding protein 3
Btaf1,107182,chr19,36926079,37014057,8509,+,P1658,NM_001080706,TSS11362,protein_coding,AI414500| AI447930| E430027O22Rik| TAF170,B-TFIID TATA-box binding protein associated factor 1
Cpeb3,208922,chr19,37021291,37207471,6886,-,P3288,NM_198300,TSS2237,protein_coding,4831444O18Rik| CPE-BP3| mKIAA0940,cytoplasmic polyadenylation element binding protein 3
A330032B11Rik,319931,chr19,37173843,37196541,1919,+,,NR_045329,TSS8473,lncRNA,.,RIKEN cDNA A330032B11 gene
5.Mar,69104,chr19,37207545,37224457,4113,+,P19981,NM_027314,TSS9009,protein_coding,1810015H18Rik| 2310008I22Rik| 2700055A20Rik| 5730499H23Rik| E130202O05Rik| MARCH-V| Marchv| MITOL| Rnf153,membrane-associated ring finger (C3HC4) 5
4931408D14Rik,77059,chr19,37258426,37264095,3240,-,,NR_040299,TSS26697,lncRNA,.,RIKEN cDNA 4931408D14 gene
Ide,15925,chr19,37268741,37330613,4964,-,P26031,NM_031156,TSS19791,protein_coding,1300012G03Rik| 4833415K22Rik| AA675336| AI507533,insulin degrading enzyme
Kif11,16551,chr19,37376403,37421859,4819,+,P12647,NM_010615,TSS13104,protein_coding,Eg5| Kif8| Kifl1| Knsl1,kinesin family member 11
Hhex,15242,chr19,37434841,37440731,1771,+,P11478,NM_008245,TSS16373,protein_coding,Hex| Hex1| Hhex-rs2| Prh| Prhx,hematopoietically expressed homeobox
1700122C19Rik,78640,chr19,37465254,37471827,647,+,,NR_131009,TSS22186,lncRNA,.,RIKEN cDNA 1700122C19 gene
Exoc6,107371,chr19,37550418,37683249,2733,+,P1385,NM_175353,TSS8075,protein_coding,4833405E05Rik| AW413330| C430002C19| hbd| msec15| Sec15| Sec15l1,exocyst complex component 6
Cyp26c1,546726,chr19,37685680,37693307,1557,+,P12253,NM_001105201,TSS10440,protein_coding,EG546726,"cytochrome P450, family 26, subfamily c, polypeptide 1"
Cyp26a1,13082,chr19,37697808,37701536,1781,+,P17427,NM_007811,TSS19424,protein_coding,Cyp26| P450RA| P450RAI| RAH,"cytochrome P450, family 26, subfamily a, polypeptide 1"
Myof,226101,chr19,37899036,38043577,7133,-,P20075,NM_001302140,TSS10817,protein_coding,2310004N10Rik| 2310051D19Rik| E030042N20Rik| Fer1l3,myoferlin
Cep55,74107,chr19,38055025,38074425,3919,+,P10090,NM_028293,TSS10719,protein_coding,1200008O12Rik| 2700032M20Rik,centrosomal protein 55
Ffar4,107221,chr19,38097079,38114263,1393,+,P23701,NM_181748,TSS24911,protein_coding,AI552415| Gpr120| Gpr129| GT01| KPG_013| O3far1| Pgr4,free fatty acid receptor 4
Rbp4,19662,chr19,38116620,38125321,1297,-,P4349,NM_011255,TSS24409,protein_coding,Rbp-4,"retinol binding protein 4, plasma"
Pde6c,110855,chr19,38132781,38183951,2963,+,P25871,NM_001170959,TSS5067,protein_coding,cpfl1,"phosphodiesterase 6C, cGMP specific, cone, alpha prime"
Fra10ac1,70567,chr19,38188479,38224132,1398,-,P14137,NM_001081075,TSS22470,protein_coding,5730455O13Rik| AI448293,FRA10AC1 homolog (human)
Lgi1,56839,chr19,38264782,38308939,4259,+,P2405,NM_020278,TSS22941,protein_coding,BB130740,"leucine-rich repeat LGI family, member 1"
Slc35g1,240660,chr19,38395980,38405607,3471,+,P1711,NM_175507,TSS3743,protein_coding,AA590464| D330039I19Rik| Tmem20,"solute carrier family 35, member G1"
Plce1,74055,chr19,38524197,38785100,9509,+,P12152,NM_019588,TSS2042,protein_coding,4933403A21Rik| mKIAA1516| Plce| PLCepsilon,"phospholipase C, epsilon 1"
Noc3l,57753,chr19,38788128,38819237,3977,-,P25429,NM_021315,TSS3362,protein_coding,AF233884| Fad24,NOC3 like DNA replication regulator
Tbc1d12,209478,chr19,38836579,38919923,4209,+,P3952,NM_145952,TSS26254,protein_coding,BC033574,"TBC1D12: TBC1 domain family, member 12"
Hells,15201,chr19,38930990,38968277,3019,+,P17898,NM_008234,TSS9069,protein_coding,AI323785| E130115I21Rik| LSH| Lysh| PASG| YFK8,"helicase, lymphoid specific"
Cyp2c55,72082,chr19,39007019,39042687,1989,+,P10101,NM_028089,TSS14238,protein_coding,2010318C06Rik,"cytochrome P450, family 2, subfamily c, polypeptide 55"
Cyp2c65,72303,chr19,39061006,39093948,1941,+,P23532,NM_028191,TSS4763,protein_coding,2210009K14Rik,"cytochrome P450, family 2, subfamily c, polypeptide 65"
Cyp2c66,69888,chr19,39113898,39186756,1630,+,P26686,NM_001011707,TSS802,protein_coding,2010301M18Rik,"cytochrome P450, family 2, subfamily c, polypeptide 66"
Cyp2c53-ps,638988,chr19,39229254,39274737,1443,+,,NR_033614,TSS5795,misc_RNA,Cyp2c53| EG638988,"cytochrome P450, family 2, subfamily c, polypeptide 53-ps"
Cyp2c29,13095,chr19,39287085,39330713,1786,+,P25043,NM_007815,TSS3684,protein_coding,Ah-2| Ahh-1| AHOH| AHOHase| AI159681| AI196010| Cyp2c| P450-2C,"cytochrome P450, family 2, subfamily c, polypeptide 29"
Cyp2c38,13097,chr19,39389556,39463075,2869,-,P23742,NM_010002,TSS5793,protein_coding,.,"cytochrome P450, family 2, subfamily c, polypeptide 38"
Cyp2c39,13098,chr19,39510822,39568529,1857,+,P7361,NM_010003,TSS2992,protein_coding,CYPIIC39,"cytochrome P450, family 2, subfamily c, polypeptide 39"
Cyp2c67,545288,chr19,39608859,39649042,1706,-,P703,NM_001024719,TSS17153,protein_coding,C730004C24Rik,"cytochrome P450, family 2, subfamily c, polypeptide 67"
Cyp2c68,433247,chr19,39688836,39741101,1769,-,P25095,NM_001039555,TSS22842,protein_coding,9030012A22Rik,"cytochrome P450, family 2, subfamily c, polypeptide 68"
Cyp2c40,13099,chr19,39767073,39812814,1801,-,P15367,NM_010004,TSS21156,protein_coding,AI265721| AI662255,"cytochrome P450, family 2, subfamily c, polypeptide 40"
Cyp2c69,100043108,chr19,39842660,39886769,1770,-,P11080,NM_001104525,TSS12653,protein_coding,AI098658,"cytochrome P450, family 2, subfamily c, polypeptide 69"
Cyp2c37,13096,chr19,39992424,40012243,1824,+,P20576,NM_010001,TSS4771,protein_coding,.,"cytochrome P450, family 2. subfamily c, polypeptide 37"
Cyp2c54,404195,chr19,40037940,40073813,1772,-,P5519,NM_206537,TSS909,protein_coding,EG404195,"cytochrome P450, family 2, subfamily c, polypeptide 54"
Cyp2c50,107141,chr19,40089679,40113955,1834,+,P16908,NM_134144,TSS21563,protein_coding,AI266900,"cytochrome P450, family 2, subfamily c, polypeptide 50"
Cyp2c70,226105,chr19,40153361,40187286,1709,-,P7595,NM_145499,TSS23150,protein_coding,.,"cytochrome P450, family 2, subfamily c, polypeptide 70"
Pdlim1,54132,chr19,40222239,40271616,1505,-,P25068,NM_016861,TSS10044,protein_coding,Clim1| CLP36| mClim1,PDZ and LIM domain 1 (elfin)
Sorbs1,20411,chr19,40292040,40513812,6857,-,P83,NM_178362,TSS10700,protein_coding,2310065E01Rik| 9530001P15Rik| CAP| mKIAA1296| Sh3d5| SH3P12,sorbin and SH3 domain containing 1
Aldh18a1,56454,chr19,40550257,40588463,3680,-,P10917,NM_153554,TSS22835,protein_coding,2810433K04Rik| AI429789| Pycs,"aldehyde dehydrogenase 18 family, member A1"
Tctn3,67590,chr19,40596446,40612215,2725,-,P4096,NM_026260,TSS16031,protein_coding,4930521E07Rik| AI197391| Tect3,tectonic family member 3
Entpd1,12495,chr19,40612366,40741602,4379,+,P17107,NM_001304721,TSS16734,protein_coding,2610206B08Rik| AA408691| Cd39| NTPDase-1,ectonucleoside triphosphate diphosphohydrolase 1
Ccnj,240665,chr19,40831279,40848570,3817,+,P16183,NM_172839,TSS1222,protein_coding,D430039C20Rik,cyclin J
E030044B06Rik,381223,chr19,40868316,40882639,880,+,,NR_045343,TSS6163,lncRNA,E030007J07Rik| Gm1618,RIKEN cDNA E030044B06 gene
Zfp518a,72672,chr19,40894705,40917947,6840,+,P8444,NM_028319,TSS19924,protein_coding,2810401C22Rik| 6330417C12Rik| AI426493| mKIAA0335| Zfp518| Znf518| Znf518a,zinc finger protein 518A
Blnk,17060,chr19,40928927,40994535,2097,-,P8289,NM_008528,TSS14810,protein_coding,BASH| Bca| Ly-57| Ly57| Lyw-57| SLP-65,B cell linker
Dntt,21673,chr19,41029275,41059525,2130,+,P10458,NM_009345,TSS3415,protein_coding,Tdt,"deoxynucleotidyltransferase, terminal"
Opalin,226115,chr19,41063420,41077113,892,-,P18571,NM_153520,TSS23853,protein_coding,Tmem10| Tmp10,oligodendrocytic myelin paranodal and inner loop protein
Tll2,24087,chr19,41083981,41206774,3369,-,P11268,NM_011904,TSS6975,protein_coding,.,tolloid-like 2
Tm9sf3,107358,chr19,41210842,41264004,6144,-,P1576,NM_133352,TSS25153,protein_coding,1810073M23Rik| 2810031D16Rik| AI115521| AI413748| AW146116| AW549777| mKIAA4036| Smbp,transmembrane 9 superfamily member 3
Pik3ap1,83490,chr19,41274218,41385070,2615,-,P1818,NM_031376,TSS5590,protein_coding,1810044J04Rik| BCAP,phosphoinositide-3-kinase adaptor protein 1
Lcor,212391,chr19,41549639,41559781,4663,+,P2370,NM_172154,TSS25482,protein_coding,3110023F06Rik| A630025C20Rik| mKIAA1795| Mlr2,ligand dependent nuclear receptor corepressor
Slit1,20562,chr19,41600257,41743856,5238,-,P16746,NM_015748,TSS24009,protein_coding,mKIAA0813| Slil1,slit homolog 1 (Drosophila)
Gm19424,100502871,chr19,41746961,41750097,2238,+,,NR_040320,TSS19804,lncRNA,.,"predicted gene, 19424"
Arhgap19,71085,chr19,41766588,41802084,5140,-,P2314,NM_027667,TSS14187,protein_coding,4933411B03Rik| AI120128| AW546831| mFLJ00368,Rho GTPase activating protein 19
Frat1,14296,chr19,41829970,41832583,2614,+,P24192,NM_008043,TSS20097,protein_coding,AW060382,frequently rearranged in advanced T cell lymphomas
Frat2,212398,chr19,41845976,41848132,2157,-,P26025,NM_177603,TSS11601,protein_coding,.,frequently rearranged in advanced T cell lymphomas 2
Rrp12,107094,chr19,41862851,41896153,4320,-,P25343,NM_199447,TSS26297,protein_coding,AA408556| AA536972| mKIAA0690,ribosomal RNA processing 12 homolog (S. cerevisiae)
Pgam1,18648,chr19,41911871,41918665,1832,+,P4577,NM_023418,TSS11997,protein_coding,2310050F24Rik| Pgam-1,phosphoglycerate mutase 1
