Entry	Base_Accession	Protein_Family	Index_in_full_fasta	Gene_Name
Q8IUH5-3	Q8IUH5	DHHC palmitoyltransferase family, AKR/ZDHHC17 subfamily	31204	ZDHHC17
Q8IUL8	Q8IUL8	Not available	31205	CILP2
Q8IUS5	Q8IUS5	AB hydrolase superfamily, Epoxide hydrolase family	31207	EPHX4
Q8IV03	Q8IV03	Not available	31208	LURAP1L
Q8IV33	Q8IV33	Not available	31209	KIAA0825
Q8IV35	Q8IV35	CFAP337 family	31210	CFAP337
Q8IV38	Q8IV38	Not available	31211	ANKMY2
Q8IV42	Q8IV42	L-seryl-tRNA(Sec) kinase family	31212	PSTK
Q8IV50	Q8IV50	Not available	31213	LYSMD2
Q8IVA1	Q8IVA1	Not available	31214	PCP2
Q8IVC4	Q8IVC4	Krueppel C2H2-type zinc-finger protein family	31216	ZNF584
Q8IVF6	Q8IVF6	Not available	31217	ANKRD18A
Q8IVL6-2	Q8IVL6	Leprecan family	31218	P3H3
Q8IVN3	Q8IVN3	MUSTN1 family	31219	MUSTN1
Q8IVN8	Q8IVN8	Thrombospondin family	31220	SBSPON
Q8IVU1	Q8IVU1	Immunoglobulin superfamily, DCC family	31222	IGDCC3
Q8IVU9	Q8IVU9	Not available	31223	CABCOCO1
Q8IVV8	Q8IVV8	NKAIN family	31224	NKAIN4
Q8IVY1	Q8IVY1	Not available	31225	C1orf210
Q8IW50	Q8IW50	FAM219 family	31227	FAM219A
Q8IW92	Q8IW92	Glycosyl hydrolase 35 family	31229	GLB1L2
Q8IWB4	Q8IWB4	SPATA31 family	31230	SPATA31A7
Q8IWQ3-2	Q8IWQ3	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	31234	BRSK2
Q8IWQ3-3	Q8IWQ3	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	31235	BRSK2
Q8IWQ3-4	Q8IWQ3	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	31236	BRSK2
Q8IWQ3-5	Q8IWQ3	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	31237	BRSK2
Q8IWQ3-6	Q8IWQ3	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	31238	BRSK2
Q8IWT0-2	Q8IWT0	Archease family	31241	ZBTB8OS
Q8IWZ3-2	Q8IWZ3	Mask family	31243	ANKHD1
Q8IWZ3-3	Q8IWZ3	Mask family	31244	ANKHD1
Q8IX94	Q8IX94	CTAGE family	31246	CTAGE4
Q8IXE1	Q8IXE1	G protein-coupled receptor 1 family	31247	OR4N5
Q8IXF9	Q8IXF9	MIP/aquaporin (TC 1.A.8) family, AQP11/AQP12 subfamily	31248	AQP12A
Q8IXJ6-3	Q8IXJ6	Sirtuin family, Class I subfamily	31249	SIRT2
Q8IXJ6-4	Q8IXJ6	Sirtuin family, Class I subfamily	31250	SIRT2
Q8IXJ6-5	Q8IXJ6	Sirtuin family, Class I subfamily	31251	SIRT2
Q8IXK0-5	Q8IXK0	Not available	31252	PHC2
Q8IXM7	Q8IXM7	CIMAP family	31254	CIMAP1C
Q8IXQ4	Q8IXQ4	Not available	31256	GPALPP1
Q8IXT5	Q8IXT5	Not available	31258	RBM12B
Q8IXX5	Q8IXX5	TMEM183 family	31260	TMEM183A
Q8IY31-2	Q8IY31	Not available	31261	IFT20
Q8IY49-2	Q8IY49	ADIPOR family	31262	MMD2
Q8IY51	Q8IY51	Tigger transposable element derived protein family	31263	TIGD4
Q8IY85	Q8IY85	Not available	31265	EFCAB13
Q8IYA7	Q8IYA7	TALE/IRO homeobox family	31266	MKX
Q8IYB4-2	Q8IYB4	Peroxisomal targeting signal receptor family	31267	PEX5L
Q8IYB4-3	Q8IYB4	Peroxisomal targeting signal receptor family	31268	PEX5L
Q8IYB4-4	Q8IYB4	Peroxisomal targeting signal receptor family	31269	PEX5L
Q8IYB4-5	Q8IYB4	Peroxisomal targeting signal receptor family	31270	PEX5L
Q8IYB4-6	Q8IYB4	Peroxisomal targeting signal receptor family	31271	PEX5L
Q8IYB4-7	Q8IYB4	Peroxisomal targeting signal receptor family	31272	PEX5L
Q8IYB4-8	Q8IYB4	Peroxisomal targeting signal receptor family	31273	PEX5L
Q8IYB5-2	Q8IYB5	Not available	31274	SMAP1
Q8IYB9	Q8IYB9	Krueppel C2H2-type zinc-finger protein family	31275	ZNF595
Q8IYJ2-2	Q8IYJ2	Not available	31279	C10orf67
Q8IYK2	Q8IYK2	Not available	31280	TEKTL1
Q8IYL3	Q8IYL3	UPF0688 family	31281	C1orf174
Q8IYM0	Q8IYM0	FAM186 family	31282	FAM186B
Q8IYN0	Q8IYN0	Krueppel C2H2-type zinc-finger protein family	31283	ZNF100
Q8IYP2	Q8IYP2	Peptidase S1 family	31284	PRSS58
Q8IYS2	Q8IYS2	Not available	31285	KIAA2013
Q8IYS8	Q8IYS8	BOD1 family	31286	BOD1L2
Q8IYW4	Q8IYW4	Not available	31287	ENTHD1
Q8IZ02	Q8IZ02	Not available	31288	LRRC34
Q8IZ13	Q8IZ13	Not available	31289	FAM200C
Q8IZ16	Q8IZ16	Not available	31290	SPACDR
Q8IZ40	Q8IZ40	CoREST family	31293	RCOR2
Q8IZ52-2	Q8IZ52	Chondroitin N-acetylgalactosaminyltransferase family	31294	CHPF
Q8IZ81	Q8IZ81	Not available	31295	ELMOD2
Q8IZD0	Q8IZD0	Not available	31296	SAMD14
Q8IZD2-3	Q8IZD2	Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family, TRX/MLL subfamily	31297	KMT2E
Q8IZD2-8	Q8IZD2	Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family, TRX/MLL subfamily	31298	KMT2E
Q8IZM8	Q8IZM8	Krueppel C2H2-type zinc-finger protein family	31299	ZNF654
Q8IZN7	Q8IZN7	Beta-defensin family	31300	DEFB107A
Q8IZP0-10	Q8IZP0	ABI family	31301	ABI1
Q8IZP0-11	Q8IZP0	ABI family	31302	ABI1
Q8IZP0-12	Q8IZP0	ABI family	31303	ABI1
Q8IZP0-3	Q8IZP0	ABI family	31304	ABI1
Q8IZP0-6	Q8IZP0	ABI family	31305	ABI1
Q8IZP0-7	Q8IZP0	ABI family	31306	ABI1
Q8IZP0-8	Q8IZP0	ABI family	31307	ABI1
Q8IZP0-9	Q8IZP0	ABI family	31308	ABI1
Q8IZP2	Q8IZP2	FAM10 family	31309	ST13P4
Q8IZP6	Q8IZP6	Not available	31310	RNF113B
Q8IZP9-10	Q8IZP9	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	31311	ADGRG2
Q8IZP9-2	Q8IZP9	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	31312	ADGRG2
Q8IZP9-3	Q8IZP9	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	31313	ADGRG2
Q8IZP9-4	Q8IZP9	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	31314	ADGRG2
Q8IZP9-5	Q8IZP9	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	31315	ADGRG2
Q8IZP9-6	Q8IZP9	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	31316	ADGRG2
Q8IZP9-7	Q8IZP9	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	31317	ADGRG2
Q8IZP9-8	Q8IZP9	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	31318	ADGRG2
Q8IZP9-9	Q8IZP9	G protein-coupled receptor 2 family, Adhesion G protein-coupled receptor (ADGR) subfamily	31319	ADGRG2
Q8IZU2	Q8IZU2	Not available	31321	WDR17
Q8IZY5	Q8IZY5	Not available	31322	BLID
Q8N0U6	Q8N0U6	Not available	31324	LINC00518
Q8N0U7	Q8N0U7	Not available	31325	C1orf87
Q8N0V4	Q8N0V4	Not available	31326	LGI2
Q8N0V5-3	Q8N0V5	Glycosyltransferase 14 family	31327	GCNT2
Q8N0Y3	Q8N0Y3	G protein-coupled receptor 1 family	31328	OR4N4
Q8N0Y5	Q8N0Y5	G protein-coupled receptor 1 family	31329	OR8I2
Q8N0Z2	Q8N0Z2	Not available	31330	ABRA
Q8N0Z9	Q8N0Z9	Not available	31331	VSIG10
Q8N108-12	Q8N108	Not available	31332	MIER1
Q8N108-13	Q8N108	Not available	31333	MIER1
Q8N108-14	Q8N108	Not available	31334	MIER1
Q8N108-15	Q8N108	Not available	31335	MIER1
Q8N114-3	Q8N114	Shisa family	31336	SHISA5
Q8N127	Q8N127	G protein-coupled receptor 1 family	31337	OR5AS1
Q8N128-2	Q8N128	FAM177 family	31338	FAM177A1
Q8N129	Q8N129	Canopy family	31339	CNPY4
Q8N141	Q8N141	Krueppel C2H2-type zinc-finger protein family	31340	ZFP82
Q8N146	Q8N146	G protein-coupled receptor 1 family	31341	OR8H3
Q8N148	Q8N148	G protein-coupled receptor 1 family	31342	OR6V1
Q8N162	Q8N162	G protein-coupled receptor 1 family	31343	OR8H2
Q8N1A6	Q8N1A6	UPF0462 family	31345	C4orf33
Q8N1D0-2	Q8N1D0	Not available	31346	SLC67A1-AS
Q8N1D5	Q8N1D5	Not available	31347	CFAP107
Q8N1E2	Q8N1E2	Glycosyl hydrolase 23 family	31348	LYG1
Q8N1L4	Q8N1L4	Cytochrome P450 family	31350	CYP4Z2P
Q8N1W1-4	Q8N1W1	Not available	31351	ARHGEF28
Q8N1W2	Q8N1W2	Krueppel C2H2-type zinc-finger protein family	31352	ZNF710
Q8N205-2	Q8N205	Nesprin family	31353	SYNE4
Q8N283	Q8N283	Not available	31354	ANKRD35
Q8N2E2	Q8N2E2	Not available	31355	VWDE
Q8N2F6-2	Q8N2F6	Not available	31356	ARMC10
Q8N2I2	Q8N2I2	Krueppel C2H2-type zinc-finger protein family	31357	ZNF619
Q8N2X6	Q8N2X6	Not available	31358	EXOC3-AS1
Q8N302-2	Q8N302	Not available	31359	AGGF1
Q8N328	Q8N328	Not available	31360	PGBD3
Q8N336	Q8N336	Not available	31361	ELMOD1
Q8N349	Q8N349	G protein-coupled receptor 1 family	31362	OR2L13
Q8N350-4	Q8N350	Not available	31363	CBARP
Q8N371-3	Q8N371	Not available	31364	KDM8
Q8N3F9	Q8N3F9	GPR137 family	31366	GPR137C
Q8N3H0	Q8N3H0	TAFA family	31368	TAFA2
Q8N3J6-4	Q8N3J6	Nectin family	31369	CADM2
Q8N3R3	Q8N3R3	Not available	31370	TCAIM
Q8N3S3	Q8N3S3	Not available	31371	PHTF2
Q8N3T6	Q8N3T6	TMEM132 family	31372	TMEM132C
Q8N3Z0	Q8N3Z0	Peptidase S1 family	31375	PRSS35
Q8N3Z3	Q8N3Z3	TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily, EngB GTPase family	31376	GTPBP8
Q8N434	Q8N434	Major facilitator superfamily	31377	SVOPL
Q8N456	Q8N456	Not available	31378	LRRC18
Q8N468	Q8N468	SLC60A transporter family	31379	SLC60A1
Q8N490-2	Q8N490	Metallo-beta-lactamase superfamily, Glyoxalase II family	31380	PNKD
Q8N490-3	Q8N490	Metallo-beta-lactamase superfamily, Glyoxalase II family	31381	PNKD
Q8N4B4	Q8N4B4	Not available	31382	FBXO39
Q8N4C6-6	Q8N4C6	Not available	31383	NIN
Q8N4C8-2	Q8N4C8	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	31384	MINK1
Q8N4C8-3	Q8N4C8	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	31385	MINK1
Q8N4C8-4	Q8N4C8	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	31386	MINK1
Q8N4C8-5	Q8N4C8	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	31387	MINK1
Q8N4E4	Q8N4E4	Phosducin family	31388	PDCL2
Q8N4F7	Q8N4F7	Not available	31389	RNF175
Q8N4H0	Q8N4H0	SPATA6 family	31391	SPATA6L
Q8N4N3-2	Q8N4N3	Not available	31392	KLHL36
Q8N4S0	Q8N4S0	Not available	31393	CCDC82
Q8N4V2	Q8N4V2	Major facilitator superfamily	31394	SVOP
Q8N4Y2-3	Q8N4Y2	EFCAB4 family	31396	CRACR2B
Q8N567	Q8N567	Not available	31397	ZCCHC9
Q8N584	Q8N584	TTC39 family	31398	TTC39C
Q8N587	Q8N587	Krueppel C2H2-type zinc-finger protein family	31399	ZNF561
Q8N5A5-4	Q8N5A5	Not available	31401	ZGPAT
Q8N5H7-2	Q8N5H7	Not available	31402	SH2D3C
Q8N5J2-3	Q8N5J2	MINDY deubiquitinase family, FAM63 subfamily	31403	MINDY1
Q8N5J4	Q8N5J4	ETS family	31404	SPIC
Q8N5N7	Q8N5N7	Mitochondrion-specific ribosomal protein mL50 family	31406	MRPL50
Q8N5S9-2	Q8N5S9	Protein kinase superfamily, Ser/Thr protein kinase family	31408	CAMKK1
Q8N5T2	Q8N5T2	Not available	31409	TBC1D19
Q8N5U1	Q8N5U1	MS4A family	31410	MS4A15
Q8N5W9	Q8N5W9	Refilin family	31411	RFLNB
Q8N5X7	Q8N5X7	Eukaryotic initiation factor 4E family	31412	EIF4E3
Q8N5Z0-2	Q8N5Z0	Class-I pyridoxal-phosphate-dependent aminotransferase family	31413	AADAT
Q8N660	Q8N660	NBPF family	31415	NBPF15
Q8N687	Q8N687	Beta-defensin family	31416	DEFB125
Q8N688	Q8N688	Beta-defensin family	31417	DEFB123
Q8N699	Q8N699	MYCT1 family	31418	MYCT1
Q8N6G6-1	Q8N6G6	Not available	31419	ADAMTSL1
Q8N6M5	Q8N6M5	Allantoicase family	31420	ALLC
Q8N6M8	Q8N6M8	Not available	31421	IQCF1
Q8N6M9	Q8N6M9	Not available	31422	ZFAND2A
Q8N6N3	Q8N6N3	UPF0690 family	31423	C1orf52
Q8N6N6	Q8N6N6	NATD1 family	31425	NATD1
Q8N6N7	Q8N6N7	ACBD7 family	31426	ACBD7
Q8N6T3-3	Q8N6T3	Not available	31427	ARFGAP1
Q8N6Y2	Q8N6Y2	Not available	31428	LRRC17
Q8N726-2	Q8N726	Not available	31429	CDKN2A
Q8N782	Q8N782	Krueppel C2H2-type zinc-finger protein family	31430	ZNF525
Q8N7B9-2	Q8N7B9	Not available	31431	EFCAB3
Q8N7C7	Q8N7C7	Not available	31432	RNF148
Q8N7F7	Q8N7F7	Not available	31433	UBL4B
Q8N7G0	Q8N7G0	POU transcription factor family, Class-5 subfamily	31434	POU5F2
Q8N7M0	Q8N7M0	Dynein light chain Tctex-type family	31436	DYNLT5
Q8N7P3	Q8N7P3	Claudin family	31437	CLDN22
Q8N7Q3	Q8N7Q3	Krueppel C2H2-type zinc-finger protein family	31438	ZNF676
Q8N7S2	Q8N7S2	Not available	31439	DNAJC5G
Q8N7U7-2	Q8N7U7	Paired homeobox family	31440	TPRX1
Q8N7X1	Q8N7X1	Not available	31441	RBMXL3
Q8N7X2	Q8N7X2	Not available	31442	STPG3
Q8N7Z5	Q8N7Z5	Not available	31443	ANKRD31
Q8N801	Q8N801	Not available	31444	STPG4
Q8N808	Q8N808	SLC35G solute transporter family	31445	SLC35G3
Q8N815	Q8N815	Not available	31446	CNTD1
Q8N878	Q8N878	Not available	31448	FRMD1
Q8N8C0	Q8N8C0	Krueppel C2H2-type zinc-finger protein family	31450	ZNF781
Q8N8D1	Q8N8D1	Not available	31451	PDCD7
Q8N8F7	Q8N8F7	Not available	31453	LSMEM1
Q8N8M0	Q8N8M0	Not available	31454	NAT16
Q8N8Q3-6	Q8N8Q3	Endonuclease V family	31455	ENDOV
Q8N8Q3-7	Q8N8Q3	Endonuclease V family	31456	ENDOV
Q8N8U3	Q8N8U3	Not available	31457	RTL3
Q8N8Z6	Q8N8Z6	Not available	31458	DCBLD1
Q8N944	Q8N944	Amer family	31459	AMER3
Q8N957	Q8N957	Not available	31460	ANKFN1
Q8N961	Q8N961	Not available	31461	ABTB2
Q8N972	Q8N972	Krueppel C2H2-type zinc-finger protein family	31462	ZNF709
Q8N983-3	Q8N983	Mitochondrion-specific ribosomal protein mL43 family	31463	MRPL43
Q8N998	Q8N998	CCDC89 family	31465	CCDC89
Q8N9B8	Q8N9B8	Not available	31466	RASGEF1A
Q8N9F8	Q8N9F8	Krueppel C2H2-type zinc-finger protein family	31467	ZNF454
Q8N9K5	Q8N9K5	Krueppel C2H2-type zinc-finger protein family	31468	ZNF565
Q8N9N7	Q8N9N7	Not available	31469	LRRC57
Q8N9T8	Q8N9T8	KRI1 family	31470	KRI1
Q8N9U0	Q8N9U0	Not available	31472	TC2N
Q8N9V7	Q8N9V7	Not available	31473	TOPAZ1
Q8N9W8	Q8N9W8	GARIN family	31474	GARIN2
Q8N9Y4	Q8N9Y4	FAM181 family	31475	FAM181A
Q8NA23	Q8NA23	Not available	31476	WDR31
Q8NA47	Q8NA47	Not available	31477	CCDC63
Q8NA69	Q8NA69	Not available	31478	SAXO5
Q8NA72-3	Q8NA72	POC5 family	31479	POC5
Q8NA92	Q8NA92	Not available	31480	THAP8
Q8NAA5	Q8NAA5	LRRC75 family	31481	LRRC75A
Q8NAB2	Q8NAB2	Not available	31482	KBTBD3
Q8NAC3-5	Q8NAC3	Not available	31483	IL17RC
Q8NAC3-6	Q8NAC3	Not available	31484	IL17RC
Q8NAC3-7	Q8NAC3	Not available	31485	IL17RC
Q8NAC3-8	Q8NAC3	Not available	31486	IL17RC
Q8NB42	Q8NB42	Krueppel C2H2-type zinc-finger protein family	31488	ZNF527
Q8NB46	Q8NB46	Not available	31489	ANKRD52
Q8NB50	Q8NB50	Krueppel C2H2-type zinc-finger protein family	31490	ZFP62
Q8NBB4-2	Q8NBB4	Not available	31491	ZSCAN1
Q8NBE8	Q8NBE8	Not available	31492	KLHL23
Q8NBI5-2	Q8NBI5	SLC43A transporter (TC 2.A.1.44) family	31493	SLC43A3
Q8NBM4-4	Q8NBM4	Not available	31494	UBAC2
Q8NBP5	Q8NBP5	Major facilitator (TC 2.A.1) superfamily, Organic cation transporter (TC 2.A.1.19) family	31495	SLC67A2
Q8NC06-3	Q8NC06	Not available	31497	ACBD4
Q8NC74	Q8NC74	Not available	31498	RBBP8NL
Q8NCF5-2	Q8NCF5	Not available	31499	NFATC2IP
Q8NCI6	Q8NCI6	Glycosyl hydrolase 35 family	31500	GLB1L3
Q8NCL8	Q8NCL8	Not available	31501	TMEM116
Q8NCL9	Q8NCL9	Not available	31502	APCDD1L
Q8NCN5	Q8NCN5	GcvT family	31503	PDPR
Q8NCQ5	Q8NCQ5	Not available	31504	FBXO15
Q8NCR9	Q8NCR9	Clarin family	31505	CLRN3
Q8NCX0	Q8NCX0	Not available	31506	CCDC150
Q8ND61	Q8ND61	Not available	31508	C3orf20
Q8NDB6	Q8NDB6	Not available	31509	FAM156A
Q8NDF8-2	Q8NDF8	DNA polymerase type-B-like family	31510	TENT4B
Q8NDF8-3	Q8NDF8	DNA polymerase type-B-like family	31511	TENT4B
Q8NDF8-4	Q8NDF8	DNA polymerase type-B-like family	31512	TENT4B
Q8NDF8-5	Q8NDF8	DNA polymerase type-B-like family	31513	TENT4B
Q8NDH3-5	Q8NDH3	Peptidase M17 family	31514	NPEPL1
Q8NDW4	Q8NDW4	Krueppel C2H2-type zinc-finger protein family	31516	ZNF248
Q8NDY3	Q8NDY3	ADP-ribosylglycohydrolase family	31517	ADPRHL1
Q8NDY6	Q8NDY6	Not available	31518	BHLHE23
Q8NDZ0	Q8NDZ0	Not available	31519	BEND2
Q8NDZ2-5	Q8NDZ2	Not available	31520	SIMC1
Q8NDZ6	Q8NDZ6	TMEM161 family	31521	TMEM161B
Q8NE00	Q8NE00	Amino acid/polyamine transporter 2 family	31522	SLC38A12
Q8NE01-3	Q8NE01	ACDP family	31523	CNNM3
Q8NE18	Q8NE18	Class I-like SAM-binding methyltransferase superfamily, RsmB/NOP family	31525	NSUN7
Q8NE22	Q8NE22	Class V-like SAM-binding methyltransferase superfamily	31526	SETD9
Q8NE65	Q8NE65	Not available	31528	ZNF738
Q8NEA5	Q8NEA5	Not available	31529	C19orf18
Q8NEA6-2	Q8NEA6	GLI C2H2-type zinc-finger protein family	31530	GLIS3
Q8NEG5	Q8NEG5	Not available	31531	ZSWIM2
Q8NEG7	Q8NEG7	DENND6 family	31532	DENND6B
Q8NEK5	Q8NEK5	Krueppel C2H2-type zinc-finger protein family	31533	ZNF548
Q8NEL9-2	Q8NEL9	PA-PLA1 family	31534	DDHD1
Q8NEP7	Q8NEP7	Not available	31535	KLHDC9
Q8NES8	Q8NES8	Beta-defensin family	31536	DEFB124
Q8NEW7	Q8NEW7	Not available	31537	TMIE
Q8NEY1-2	Q8NEY1	Nav/unc-53 family	31539	NAV1
Q8NEY1-3	Q8NEY1	Nav/unc-53 family	31540	NAV1
Q8NEY1-4	Q8NEY1	Nav/unc-53 family	31541	NAV1
Q8NEY1-5	Q8NEY1	Nav/unc-53 family	31542	NAV1
Q8NEY1-6	Q8NEY1	Nav/unc-53 family	31543	NAV1
Q8NEY1-7	Q8NEY1	Nav/unc-53 family	31544	NAV1
Q8NEY3	Q8NEY3	Not available	31545	SPATA4
Q8NEZ2-2	Q8NEZ2	VPS37 family	31546	VPS37A
Q8NF99-2	Q8NF99	Krueppel C2H2-type zinc-finger protein family	31548	ZNF397
Q8NFA0-2	Q8NFA0	Peptidase C19 family	31549	USP32
Q8NFA2-3	Q8NFA2	Not available	31550	NOXO1
Q8NFI4	Q8NFI4	FAM10 family	31562	ST13P5
Q8NFQ5	Q8NFQ5	BPI/LBP/Plunc superfamily, BPI/LBP family	31563	BPIFB6
Q8NFQ6	Q8NFQ6	BPI/LBP/Plunc superfamily, BPI/LBP family	31564	BPIFC
Q8NFR7	Q8NFR7	Not available	31565	CCDC148
Q8NFT6-2	Q8NFT6	Not available	31566	DBF4B
Q8NFU4	Q8NFU4	Not available	31567	FDCSP
Q8NFU7-2	Q8NFU7	TET family	31568	TET1
Q8NFV5	Q8NFV5	Speedy/Ringo family	31569	SPDYE1
Q8NFZ6	Q8NFZ6	G protein-coupled receptor 1 family	31570	VN1R2
Q8NG31-2	Q8NG31	Not available	31573	KNL1
Q8NG35	Q8NG35	Beta-defensin family	31574	DEFB105A
Q8NG41	Q8NG41	Neuropeptide B/W family	31575	NPB
Q8NG50-10	Q8NG50	Not available	31579	RDM1
Q8NG50-11	Q8NG50	Not available	31580	RDM1
Q8NG50-12	Q8NG50	Not available	31581	RDM1
Q8NG50-2	Q8NG50	Not available	31582	RDM1
Q8NG50-3	Q8NG50	Not available	31583	RDM1
Q8NG50-4	Q8NG50	Not available	31584	RDM1
Q8NG50-5	Q8NG50	Not available	31585	RDM1
Q8NG50-6	Q8NG50	Not available	31586	RDM1
Q8NG50-7	Q8NG50	Not available	31587	RDM1
Q8NG50-8	Q8NG50	Not available	31588	RDM1
Q8NG50-9	Q8NG50	Not available	31589	RDM1
Q8NG75	Q8NG75	G protein-coupled receptor 1 family	31590	OR5T1
Q8NG76	Q8NG76	G protein-coupled receptor 1 family	31591	OR2T33
Q8NG77	Q8NG77	G protein-coupled receptor 1 family	31592	OR2T12
Q8NG78	Q8NG78	G protein-coupled receptor 1 family	31593	OR8G5
Q8NG80	Q8NG80	G protein-coupled receptor 1 family	31594	OR2L5
Q8NG81	Q8NG81	G protein-coupled receptor 1 family	31595	OR2M7
Q8NG83	Q8NG83	G protein-coupled receptor 1 family	31596	OR2M3
Q8NG84	Q8NG84	G protein-coupled receptor 1 family	31597	OR2AK2
Q8NG85	Q8NG85	G protein-coupled receptor 1 family	31598	OR2L3
Q8NG92	Q8NG92	G protein-coupled receptor 1 family	31599	OR13H1
Q8NG94	Q8NG94	G protein-coupled receptor 1 family	31600	OR11H1
Q8NG95	Q8NG95	G protein-coupled receptor 1 family	31601	OR7G3
Q8NG97	Q8NG97	G protein-coupled receptor 1 family	31602	OR2Z1
Q8NG99	Q8NG99	G protein-coupled receptor 1 family	31603	OR7G2
Q8NGA1	Q8NGA1	G protein-coupled receptor 1 family	31604	OR1M1
Q8NGA2	Q8NGA2	G protein-coupled receptor 1 family	31605	OR7A2P
Q8NGA5	Q8NGA5	G protein-coupled receptor 1 family	31606	OR10H4
Q8NGA6	Q8NGA6	G protein-coupled receptor 1 family	31607	OR10H5
Q8NGA8	Q8NGA8	G protein-coupled receptor 1 family	31608	OR4F17
Q8NGB2	Q8NGB2	G protein-coupled receptor 1 family	31609	OR4C5
Q8NGB4	Q8NGB4	G protein-coupled receptor 1 family	31610	OR4S1
Q8NGB6	Q8NGB6	G protein-coupled receptor 1 family	31611	OR4M2
Q8NGB8	Q8NGB8	G protein-coupled receptor 1 family	31612	OR4F15
Q8NGB9	Q8NGB9	G protein-coupled receptor 1 family	31613	OR4F6
Q8NGC0	Q8NGC0	G protein-coupled receptor 1 family	31614	OR5AU1
Q8NGC1	Q8NGC1	G protein-coupled receptor 1 family	31615	OR11G2
Q8NGC2	Q8NGC2	G protein-coupled receptor 1 family	31616	OR4E2
Q8NGC3	Q8NGC3	G protein-coupled receptor 1 family	31617	OR10G2
Q8NGC5	Q8NGC5	G protein-coupled receptor 1 family	31618	OR6J1
Q8NGC6	Q8NGC6	G protein-coupled receptor 1 family	31619	OR4K17
Q8NGC7	Q8NGC7	G protein-coupled receptor 1 family	31620	OR11H6
Q8NGC9	Q8NGC9	G protein-coupled receptor 1 family	31621	OR11H4
Q8NGD1	Q8NGD1	G protein-coupled receptor 1 family	31622	OR4N2
Q8NGD2	Q8NGD2	G protein-coupled receptor 1 family	31623	OR4K2
Q8NGD3	Q8NGD3	G protein-coupled receptor 1 family	31624	OR4K5
Q8NGD4	Q8NGD4	G protein-coupled receptor 1 family	31625	OR4K1
Q8NGD5	Q8NGD5	G protein-coupled receptor 1 family	31626	OR4K14
Q8NGE0	Q8NGE0	G protein-coupled receptor 1 family	31627	OR10AD1
Q8NGE1	Q8NGE1	G protein-coupled receptor 1 family	31628	OR6C4
Q8NGE2	Q8NGE2	G protein-coupled receptor 1 family	31629	OR2AP1
Q8NGE5	Q8NGE5	G protein-coupled receptor 1 family	31630	OR10A7
Q8NGE7	Q8NGE7	G protein-coupled receptor 1 family	31631	OR9K2
Q8NGE8	Q8NGE8	G protein-coupled receptor 1 family	31632	OR4D9
Q8NGE9	Q8NGE9	G protein-coupled receptor 1 family	31633	OR9Q2
Q8NGF0	Q8NGF0	G protein-coupled receptor 1 family	31634	OR52B6
Q8NGF1	Q8NGF1	G protein-coupled receptor 1 family	31635	OR52R1
Q8NGF3	Q8NGF3	G protein-coupled receptor 1 family	31636	OR51D1
Q8NGF4	Q8NGF4	G protein-coupled receptor 1 family	31637	OR5AP2
Q8NGF6	Q8NGF6	G protein-coupled receptor 1 family	31638	OR10W1
Q8NGF7	Q8NGF7	G protein-coupled receptor 1 family	31639	OR5B17
Q8NGF8	Q8NGF8	G protein-coupled receptor 1 family	31640	OR4B1
Q8NGF9	Q8NGF9	G protein-coupled receptor 1 family	31641	OR4X2
Q8NGG0	Q8NGG0	G protein-coupled receptor 1 family	31642	OR8J3
Q8NGG1	Q8NGG1	G protein-coupled receptor 1 family	31643	OR8J2
Q8NGG3	Q8NGG3	G protein-coupled receptor 1 family	31644	OR5T3
Q8NGG4	Q8NGG4	G protein-coupled receptor 1 family	31645	OR8H1
Q8NGG5	Q8NGG5	G protein-coupled receptor 1 family	31646	OR8K1
Q8NGG6	Q8NGG6	G protein-coupled receptor 1 family	31647	OR8B12
Q8NGG7	Q8NGG7	G protein-coupled receptor 1 family	31648	OR8A1
