species,tissue_type,cancer_type,cell_type,cell_name,marker,Symbol,Genename
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,IFITM2,IFITM2,interferon induced transmembrane protein 2
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,DNAH10,DNAH10,dynein axonemal heavy chain 10
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,SPERT,CBY2,chibby family member 2
Human,Fetal gonad,Normal,Normal cell,Leydig cell,PPP1R8,PPP1R8,protein phosphatase 1 regulatory subunit 8
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,GATM,GATM,glycine amidinotransferase
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,GATM,GATM,glycine amidinotransferase
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,UHRF1BP1L,UHRF1BP1L,UHRF1 binding protein 1 like
Human,Fetal gonad,Normal,Normal cell,Leydig cell,ZUFSP,ZUP1,zinc finger containing ubiquitin peptidase 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,ZFC3H1,ZFC3H1,zinc finger C3H1-type containing
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,RSAD1,RSAD1,radical S-adenosyl methionine domain containing 1
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,C6orf1,SMIM29,small integral membrane protein 29
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,SEL1L,SEL1L,SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,CTSV,CTSV,cathepsin V
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,MYCBP2,MYCBP2,MYC binding protein 2
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,CCDC102B,CCDC102B,coiled-coil domain containing 102B
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,PAOX,PAOX,polyamine oxidase
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,HIST1H2BA,H2BC1,H2B clustered histone 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,MXI1,MXI1,"MAX interactor 1, dimerization protein"
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,TUBA1C,TUBA1C,tubulin alpha 1c
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,TUBA4A,TUBA4A,tubulin alpha 4a
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,SLC6A10P,SLC6A10P,"solute carrier family 6 member 10, pseudogene"
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,TUBA3C,TUBA3C,tubulin alpha 3c
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,MYBL2,MYBL2,MYB proto-oncogene like 2
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,SNHG5,SNHG5,small nucleolar RNA host gene 5
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,MNS1,MNS1,meiosis specific nuclear structural 1
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,NIP7,NIP7,nucleolar pre-rRNA processing protein NIP7
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,TUFT1,TUFT1,tuftelin 1
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,SLC39A9,SLC39A9,solute carrier family 39 member 9
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,CDC42EP3,CDC42EP3,CDC42 effector protein 3
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,SHTN1,SHTN1,shootin 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,C11orf85,MAJIN,membrane anchored junction protein
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,TBPL2,TBPL2,TATA-box binding protein like 2
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,ZC3H18,ZC3H18,RNA binding motif protein 27
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,PAIP1,PAIP1,poly(A) binding protein interacting protein 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,PAIP1,PAIP1,poly(A) binding protein interacting protein 1
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,PTRF,CAVIN1,caveolae associated protein 1
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,CXADR,CXADR,CXADR Ig-like cell adhesion molecule
Human,Fetal gonad,Normal,Normal cell,Leydig cell,CYB5A,CYB5A,cytochrome b5 type A
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,NLRP7,NLRP7,NLR family pyrin domain containing 7
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,MXD4,MXD4,MAX dimerization protein 4
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,MXD4,MXD4,MAX dimerization protein 4
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,CYBA,CYBA,cytochrome b-245 alpha chain
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,INSC,INSC,INSC spindle orientation adaptor protein
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,SNAP23,SNAP23,synaptosome associated protein 23
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,C2orf61,STPG4,sperm-tail PG-rich repeat containing 4
Human,Fetal gonad,Normal,Normal cell,Leydig cell,DCAKD,DCAKD,dephospho-CoA kinase domain containing
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,FAM76A,FAM76A,family with sequence similarity 76 member A
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,IL13RA1,IL13RA1,interleukin 13 receptor subunit alpha 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,IL13RA1,IL13RA1,interleukin 13 receptor subunit alpha 1
Human,Fetal gonad,Normal,Normal cell,Leydig cell,CYC1,CYC1,cyclin I
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,TXLNA,TXLNA,taxilin alpha
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,ABHD14B,ABHD14B,abhydrolase domain containing 14B
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,TMEM176A,TMEM176A,transmembrane protein 176A
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,RBCK1,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,CYP1B1,CYP1B1,cytochrome P450 family 1 subfamily B member 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,MYH9,MYH9,myosin heavy chain 9
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,SNX9,SNX9,sorting nexin 9
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,MYH10,MYH10,myosin heavy chain 10
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,MEG3,MEG3,maternally expressed 3
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,POLR3G,POLR3G,RNA polymerase III subunit G
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,IVNS1ABP,IVNS1ABP,influenza virus NS1A binding protein
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,MLK7-AS1,MAP3K20-AS1,MAP3K20 antisense RNA 1
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,MYL6,MYL6,myosin light chain 6
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,RIN3,RIN3,Ras and Rab interactor 3
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,TRIM16,TRIM16,tripartite motif containing 16
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,CYP11A1,CYP11A1,cytochrome P450 family 11 subfamily A member 1
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,C16orf87,C16orf87,chromosome 16 open reading frame 87
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,CYP11A1,CYP11A1,cytochrome P450 family 11 subfamily A member 1
Human,Fetal gonad,Normal,Normal cell,Leydig cell,CYP17A1,CYP17A1,cytochrome P450 family 17 subfamily A member 1
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,CYP19A1,CYP19A1,cytochrome P450 family 19 subfamily A member 1
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,CYP19A1,CYP19A1,cytochrome P450 family 19 subfamily A member 1
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,PCYOX1,PCYOX1,prenylcysteine oxidase 1
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,CXorf67,EZHIP,EZH inhibitory protein
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,CYP26A1,CYP26A1,cytochrome P450 family 26 subfamily A member 1
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,CYP27A1,CYP27A1,cytochrome P450 family 27 subfamily A member 1
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,LIPH,LIPH,"lipase C, hepatic type"
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,GULP1,GULP1,GULP PTB domain containing engulfment adaptor 1
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,PDPN,PDPN,podoplanin
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,PDPN,PDPN,podoplanin
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,PDPN,PDPN,podoplanin
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,PDPN,PDPN,podoplanin
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,DAB2,DAB2,DAB adaptor protein 2
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,DAB2,DAB2,DAB adaptor protein 2
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,POSTN,POSTN,periostin
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,MUC20,MUC20,"mucin 20, cell surface associated"
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,MYO9B,MYO9B,myosin IXB
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,DACH1,DACH1,dachshund family transcription factor 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,PLD6,PLD6,phospholipase D family member 6
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,RASL10A,RASL10A,RAS like family 10 member A
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,CCDC23,SVBP,small vasohibin binding protein
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,FAM73A,MIGA1,mitoguardin 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,ZNF410,ZNF410,zinc finger protein 410
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,ZNF410,ZNF410,zinc finger protein 410
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,SETD8,KMT5A,lysine methyltransferase 5A
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,PTBP2,PTBP2,polypyrimidine tract binding protein 2
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,INVS,INVS,inversin
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,NGB,NGB,GTP binding protein 4
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,IGF2BP1,IGF2BP1,insulin like growth factor 2 mRNA binding protein 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,IGF2BP3,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,VCX2,VCX2,variable charge X-linked 2
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,VCX2,VCX2,variable charge X-linked 2
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,DAG1,DAG1,dystroglycan 1
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,IGF2BP2,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,IGF2BP2,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,FBXO15,FBXO15,F-box protein 15
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,DGKB,DGKB,diacylglycerol kinase beta
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,NAGA,NAGA,alpha-N-acetylgalactosaminidase
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,MTX2,MTX2,metaxin 2
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,MTX2,MTX2,metaxin 2
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,DNAH12,DNAH12,dynein axonemal heavy chain 12
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,DAPK1,DAPK1,death associated protein kinase 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,DNAH12,DNAH12,dynein axonemal heavy chain 12
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,SPINT2,SPINT2,"serine peptidase inhibitor, Kunitz type 2"
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,SPINT2,SPINT2,"serine peptidase inhibitor, Kunitz type 2"
Human,Fetal gonad,Normal,Normal cell,Granulosa cell,SPINT2,SPINT2,"serine peptidase inhibitor, Kunitz type 2"
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,SKP2,SKP2,S-phase kinase associated protein 2
Human,Fetal gonad,Normal,Normal cell,Leydig cell,SKP2,SKP2,S-phase kinase associated protein 2
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,CATSPERD,CATSPERD,cation channel sperm associated auxiliary subunit delta
Human,Fetal gonad,Normal,Normal cell,Gonadal endothelial cell,CHPF2,CHPF2,chondroitin polymerizing factor 2
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,CCDC85B,CCDC85B,coiled-coil domain containing 85B
Human,Fetal gonad,Normal,Normal cell,Retinoid acid signaling-responsive fetal germ cell,DAZL,DAZL,deleted in azoospermia like
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,DAZL,DAZL,deleted in azoospermia like
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,COL14A1,COL14A1,collagen type XIV alpha 1 chain
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,CELF2,CELF2,CUGBP Elav-like family member 2
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,DBI,DBI,translocator protein
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,SLC22A20,SLC22A20P,"solute carrier family 22 member 20, pseudogene"
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,PRNP,PRNP,prion protein
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,BCAP29,BCAP29,B cell receptor associated protein 29
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,DCK,DCK,deoxycytidine kinase
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,PRODH,PRODH,proline dehydrogenase 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,DNAH3,DNAH3,dynein axonemal heavy chain 3
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,UPP1,UPP1,uridine phosphorylase 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,PSMG4,PSMG4,proteasome assembly chaperone 4
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,JAM2,JAM2,junctional adhesion molecule 2
Human,Fetal gonad,Normal,Normal cell,Leydig precursor cell,DCN,DCN,decorin
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,UNKL,UNKL,unk like zinc finger
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,DCTN6,DCTN6,dynactin subunit 6
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,FAM26F,CALHM6,calcium homeostasis modulator family member 6
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,PLEKHM2,PLEKHM2,pleckstrin homology and RUN domain containing M2
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,ACE,ACE,angiotensin I converting enzyme
Human,Fetal gonad,Normal,Normal cell,Gonadal mitotic phase fetal germ cell,ACE,ACE,angiotensin I converting enzyme
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,DCT,DCT,dopachrome tautomerase
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,GLUL,GLUL,glutamate-ammonia ligase
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,UQCRH,UQCRH,ubiquinol-cytochrome c reductase hinge protein
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,TUBB,TUBB,tubulin beta 2A class IIa
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,LSM10,LSM10,"LSM10, U7 small nuclear RNA associated"
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,TUBB,TUBB,tubulin beta 2A class IIa
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,B3GNT2,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,B3GNT2,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,NDUFA3,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,UROS,UROS,uroporphyrinogen III synthase
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,ERICH5,ERICH5,glutamate rich 5
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,ERICH5,ERICH5,glutamate rich 5
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,ITGA5,ITGA5,integrin subunit alpha 5
Human,Fetal gonad,Normal,Normal cell,Sertoli cell,ABRACL,ABRACL,ABRA C-terminal like
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,NDUFA7,NDUFA7,NADH:ubiquinone oxidoreductase subunit A7
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,RELN,RELN,reelin
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,UTRN,UTRN,utrophin
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,ANKRD20A4,ANKRD20A4P,"ankyrin repeat domain 20 family member A4, pseudogene"
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,GATSL2,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,GADD45A,GADD45A,growth arrest and DNA damage inducible alpha
Human,Fetal gonad,Normal,Normal cell,Leydig cell,GADD45A,GADD45A,growth arrest and DNA damage inducible alpha
Human,Fetal gonad,Normal,Normal cell,Leydig cell,CCT8,CCT8,chaperonin containing TCP1 subunit 8
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,ISPD,CRPPA,CDP-L-ribitol pyrophosphorylase A
Human,Fetal gonad,Normal,Normal cell,Mitotic fetal germ cell,NRK,NRK,Nik related kinase
Human,Fetal gonad,Normal,Normal cell,Migration phase fetal germ cell,ARMCX3,ARMCX3,armadillo repeat containing X-linked 3
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,PAGE2,PAGE2,PAGE family member 2
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,PAGE2,PAGE2,PAGE family member 2
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,GNAL,GNAL,G protein subunit alpha L
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,NLRP11,NLRP11,NLR family pyrin domain containing 11
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,TBR1,TBR1,T-box brain transcription factor 1
Human,Fetal gonad,Normal,Normal cell,Mitotic arrest phase fetal germ cell,SIGIRR,SIGIRR,single Ig and TIR domain containing
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,PSEN2,PSEN2,presenilin 2
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,DMXL1,DMXL1,Dmx like 1
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,HAPLN3,HAPLN3,hyaluronan and proteoglycan link protein 3
Human,Fetal gonad,Normal,Normal cell,Oogenesis phase fetal germ cell,SLC12A7,SLC12A7,solute carrier family 12 member 7
Human,Fetal gonad,Normal,Normal cell,Meiotic prophase fetal germ cell,TEX19,TEX19,testis expressed 19
Human,Fetal gonad,Normal,Normal cell,Endothelial cell,WDR76,WDR76,WD repeat domain 76
